PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,Date,Metadata
2843,Governance,PSA,"eCITIZEN FIRST ANNIVERSARY I urge all Kenyans to register now because eCitizen means service bila stress. Whatever government service you need, eCitizen is your go to platform. -Julius Bitok, PS Immigration & Citizen Services #KBCniYetu^EM","MAADHIMISHO YA KWANZA YA WANANCHI Ninawasihi Wakenya wote wajiandikishe sasa kwa sababu eCitizen inamaanisha huduma bila mkazo. Huduma yoyote ya serikali unayohitaji, eCitizen ndiyo jukwaa lako kuu. -Julius Bitok, Katibu Mkuu wa Huduma za Uhamiaji na Raia #KBCniYetu^EM","Nyasi mokwongo mar Ecitizen Akwayo Jo-Kenya duto mondo ondikre sani nikech ecitizen ochung'ne tich maonge paro mang'eny. Kata bed ni idwaro tich mane mar sirkal, ecitizen en dhi e ndiri. -JULIUS BITOK, jagoro mar weche madhi oko kod chenro mar jopiny  #Kbcniyetu^em",original_baseline_dataset,2026-07-11,PSA
2844,Governance,PSA,Seamlessly register and pay for #EPC2024 participation via The Engineers Board of Kenya user-friendly e-CITIZEN platform. Enjoy convenience and efficiency as you secure your spot at this premier engineering event. To register follow this link: https://t.co/NwCH9yDwTw #EPC2024 #EngineeringAt60,Jisajili bila shida na ulipe ushiriki wa #EPC2024 kupitia jukwaa la e-CITIZEN la Bodi ya Wahandisi ya Kenya linalofaa kwa mtumiaji. Furahia urahisi na ufanisi unapojihakikishia nafasi yako katika tukio hili kuu la uhandisi. Ili kujiandikisha fuata kiungo hiki: https://t.co/NwCH9yDwTw #EPC2024 #EngineeringAt60,Donjo e #EPC2024 maonge rach kendo chulo kwayo mar donjo e #EPC2024 kokalo kuom Komiti mar Injinia mar Kenya's E-Citizen Utilizing Platform. Bed gi thuolo kod tich maber sama in kama ni kare e chenroni mar Injinia . Mondo indikri luw mbui ni: https://t.co/NwCH9yDwTw #EPC2024 #EngineeringAt60,original_baseline_dataset,2026-07-11,PSA
2845,Governance,PSA,"KRA's eTiMS is free and accessible on different devices, simplifying bookkeeping regardless of the size of the business. To Register, Sign up via *222# or Visit http://ecitizen.kra.go.ke #VukaeTiMS #KRAeTiMS AD","ETiMS ya KRA ni bure na inapatikana kwenye vifaa tofauti, na kurahisisha uhasibu bila kujali ukubwa wa biashara. Ili kujiandikisha, Jisajili kupitia *222# au Tembelea http://ecitizen.kra.go.ke #VukaeTiMS #KRAeTiMS AD","KRA's ETIMS en maonge chudo kendo iyudo e gik mamoko mopogore opogore, makonyowa rito bugewa e yo mayot kata bed ni wan gi ohala maromo nade.  Mondo indikri donji kitiyo kod  *222# kata idhi e embui mar  http://ecitizen.kra.go.ke #VukaeTiMS #KRAeTiMS AD",original_baseline_dataset,2026-07-11,PSA
2846,Governance,PSA,Register a TIMS account and apply for the smart dl online.,Sajili akaunti ya TIMS na utume maombi ya dl smart mtandaoni.,Ndikri e akaunt mar TIMS kendo ikwa barua mar riembo e embui.,original_baseline_dataset,2026-07-11,PSA
2847,Governance,PSA,"Kindly do the application via the TIMS portal, go http://ntsa.go.ke, click on TIMS register account then apply for your Smart DL.","Tafadhali tuma maombi kupitia lango la TIMS, nenda http://ntsa.go.ke, bofya akaunti ya kujisajili ya TIMS kisha utume maombi ya Smart DL yako.","Tim kwayo mari kitiyo gi mbui marTIMS , dhi e  mbui mar http://ntsa.go.ke, di kama ondik e TIMS yaw akaunt kendo indikri mar kawo barupi mar riembo nyamburko.",original_baseline_dataset,2026-07-11,PSA
2848,Governance,PSA,"Create a #TIMS account http://ntsa.go.ke, click on TIMS register account then apply for smart DL.","Fungua akaunti ya #TIMS http://ntsa.go.ke, bofya akaunti ya kujisajili ya TIMS kisha omba DL mahiri.","Yaw akanunt mar #tims embui mar  http://ntsa.go.ke, ndik e akaunt mar TIMS kae to ikwa barupi mar riembo.",original_baseline_dataset,2026-07-11,PSA
2849,Governance,PSA,"Create a TIMS account via http://ntsa.go.ke register account then apply for the smart dl, book appointment then visit our offices for biometric registration.","Fungua akaunti ya TIMS kupitia akaunti ya kujiandikisha ya http://ntsa.go.ke kisha omba huduma ya smart dl, weka miadi ya kuweka miadi kisha tembelea ofisi zetu kwa usajili wa kibiometriki.","Yaw akaunt mar TIMS kitiyo gi mbui mar http://ntsa.go.ke  yaw akaunt kendo ikwa barupi mar riembo , kwa romo kendo ili apise magwa mondo okaw nonro kokalo kuom lith lweti.",original_baseline_dataset,2026-07-11,PSA
2850,Governance,PSA,"Renewal can be done for 1 year via e-citizen,for smart dl create a TIMS account and apply http://online.To create the account http://ntsa.go.ke click on TIMs register the account.","Usasishaji unaweza kufanywa kwa mwaka 1 kupitia raia wa kielektroniki, kwa smart dl fungua akaunti ya TIMS na utumie http://online. Ili kuunda akaunti http://ntsa.go.ke bofya TIM sajili akaunti.","Lokruok nyalo timore kuom higa achiel kokalo kuom e-citizen, e barua mar riembo, kendo itiyo gi http://online.te mondo ichakgo http://ntsa.go.ke kitiyo gi TIMS mondo indik godo akauntno.",original_baseline_dataset,2026-07-11,PSA
2851,Governance,PSA,Kindly note you can apply via your phone via http://ntsa.go.ke choose TIMS then register the account then book for your bio-metric details to be taken.,Tafadhali kumbuka unaweza kutuma maombi kupitia simu yako kupitia http://ntsa.go.ke chagua TIMS kisha sajili akaunti kisha weka nafasi kwa maelezo yako ya kibiolojia kuchukuliwa.,Ng'e ni inyalo kwayo e simo kitiyo gi: http://ntsa.go.ke to yier TIMS kae to ikri ne sigand ng'ato kae to ikri ne romo mar kawo  nonro mar ngimani kokalo kuom lith picha.,original_baseline_dataset,2026-07-11,PSA
2852,Governance,PSA,A section of the Isiolo “Meru community has raised concerns over what they describe as rampant bad governance within the county administration. The leaders accused local officials of mismanagement and failing to fulfill key development pledges.,Sehemu ya jamii ya Isiolo “Meru” imeibua wasiwasi kuhusu kile wanachokielezea kama utawala mbaya uliokithiri ndani ya utawala wa kaunti. Viongozi hao waliwashutumu maafisa wa eneo hilo kwa usimamizi mbaya na kushindwa kutimiza ahadi muhimu za maendeleo.,Moko kuom joma odak e alwora mar Isiolo  osechako bedo gi luoro e wi gima giwacho ni en loch marach ahinya e kauntino. Jotelo go seyo jotelo ma aluorano kuom telo marach kod koso chopo singo mag dongruok.,original_baseline_dataset,2026-07-11,PSA
2853,Governance,PSA,"Amid a rise in suicides and killings believed to be linked to mental health challenges, clerics and local leaders are calling on government to lower the cost of living and establish more counselling centres to help address the growing crisis.","Huku kukiwa na ongezeko la kujiua na mauaji yanayoaminika kuhusishwa na changamoto za afya ya akili, viongozi wa dini na viongozi wa mitaa wanatoa wito kwa serikali kupunguza gharama ya maisha na kuanzisha vituo zaidi vya ushauri nasaha ili kusaidia kushughulikia mgogoro unaokua.","To nikech kwan  momedore mar derruok kod nek mosetudi kod wich molokore , jolemo kod jotend gweng 'jiwo sirkande mag dhano mondo oket nengo mag ngima piny kendo ochak kuonde ma ji nyalo yudoe kony e tieko chandruogno mamedore.",original_baseline_dataset,2026-07-11,PSA
2854,Governance,PSA,"Self-help-groups in Thika, Kiambu county have received posho mills from well wishers in collaboration with local leaders. This was in a bid to help the cluster groups comprising youths and women start generating income. #NTVAtOne","Vikundi vya kujisaidia huko Thika, kaunti ya Kiambu vimepokea vinu vya posho kutoka kwa wasamaria wema kwa ushirikiano na viongozi wa eneo hilo. Hii ilikuwa katika juhudi za kusaidia vikundi vya makundi vinavyojumuisha vijana na wanawake kuanza kupata mapato. #NTVAtOne","Grube mag kosalo  e kaunti ma Thika, kaunti ma Kiambu oseyudo kony moa kuom jochiwo mang'won ka gitiyo gi jotelo mag gweng'no. Mano ne en e tiegruok mar konyo grube moting'o rowere kod mon mondo ochak golo pesa. #Ntvatone",original_baseline_dataset,2026-07-11,PSA
2855,Governance,PSA,Insecurity in Baringo: Security committee on tour to assess security situation. Local leaders want victims of banditry compensated #CitizenWeekend,Ukosefu wa usalama Baringo: Kamati ya usalama ikifanya ziara ya kutathmini hali ya usalama. Viongozi wa eneo hilo wanataka waathiriwa wa ujambazi walipwe fidia #CitizenWikendi,Rohcruok mar arita e kaunti ma Baringo: Komiti mar Ritruok dhi nono chal mar ritruok. Jotelo mag gweng'no dwaro ni joma ne odonjo e timbe mahundu oyud resruok. #giko juma mar jopiny.,original_baseline_dataset,2026-07-11,PSA
2856,Governance,PSA,Rescue Centre Torture Probe: Human rights activists call on local leaders to stop politicising the alleged torture claims being perpetrated at the Eldoret Rescue Centre.,Uchunguzi wa Mateso wa Kituo cha Uokoaji: Wanaharakati wa haki za binadamu watoa wito kwa viongozi wa eneo hilo kuacha kuhusisha siasa na madai ya mateso yanayodaiwa kufanywa katika Kituo cha Uokoaji cha Eldoret.,Puonjruok ma ne otim e kambi mar Resruok : Joma kedo ne ratiro mag dhano dwaro ni jotelo mag gweng'no owe timbe mag sand ma ne itimo e kambi mar Resruok scue  e taon mar Eldoret.,original_baseline_dataset,2026-07-11,PSA
2857,Governance,PSA,"Kilifi Rejects Nuclear Project Kilifi leaders have unanimously opposed the proposed multibillion-shilling Uyombo nuclear power plant, citing environmental risks to local communities.","Kilifi Yakataa Mradi wa Nyuklia Viongozi wa Kilifi wamepinga kwa kauli moja pendekezo la mtambo wa nyuklia wa Uyombo wenye thamani ya mabilioni ya shilingi, wakitaja hatari za kimazingira kwa jamii za wenyeji.","Kilifi okwedo chenro mar nyuklia ma jotelo mag Kilifi oseng'ado mar kwedo gi chuny achiel chenro moketi e paro mar bilionde modhawo mar nyuklia mar Uyombo, ka gichiwo ranyisi mar pek ma onyalo kelo e aluora mar oganda.",original_baseline_dataset,2026-07-11,PSA
2858,Governance,PSA,"West Pokot Governor Simon Kachapin has criticized a section of local leaders, accusing them of engaging in divisive, toxic, and deceitful politics intended to derail development and promote sabotage.","Gavana wa Pokot Magharibi Simon Kachapin amekosoa sehemu ya viongozi wa eneo hilo, akiwashutumu kwa kujihusisha na siasa za mgawanyiko, sumu, na udanganyifu zinazolenga kuvuruga maendeleo na kukuza hujuma.","Gavana mar Pokot ma Ugwe , Simon Kachapin, oseng'ado ne jotelo moko mag pinjego bura ni giriwo lwedo siasa ma kelo pogruok, ma nigi sum, kendo ma kelo mibadhi ma thiro dongruok kendo nyayo kethruok.",original_baseline_dataset,2026-07-11,PSA
2859,Governance,PSA,School For The Deaf: Safaricom Foundation funds refurbishment of school Chikombero School has learners with hearing impairment Local leaders call for investment in special needs schools,Shule ya Viziwi: Wakfu wa Safaricom wafadhili ukarabati wa shule Shule ya Chikombero ina wanafunzi wenye ulemavu wa kusikia Viongozi wa eneo hilo watoa wito wa uwekezaji katika shule za mahitaji maalum,Skul mar Joma Itgi odino: Riwruok mar Safaricom Foundation ochung;ne bero gedo mar sikul mar chikombero manikod josomo manikod sida mar wuoyo jotelo mag gweng' luongo dongruok mar sikunde mag joma nikod  ng'ol.,original_baseline_dataset,2026-07-11,PSA
2860,Governance,PSA,Improving schools infrastructure Nyahururu leaders call on government to build classrooms Local MPs pledge to invest part of NG-CDF on infrastructure,Kuboresha miundombinu ya shule Viongozi wa Nyahururu watoa wito kwa serikali kujenga madarasa Wabunge wa eneo hilo waahidi kuwekeza sehemu ya NG-CDF kwenye miundombinu,Bero gedo mag sikunde Nyahururu ogwelo sirkal mondo oger ute mag tiegruok jood bura osingo mar keto omenda mar  NG-SDF e gedo.,original_baseline_dataset,2026-07-11,PSA
2861,Governance,PSA,"A family in Kirimangai Village, Nyandarua, has been left homeless after a fire gutted their 4-bedroom house. They are appealing to local leaders and well-wishers for assistance","Familia moja katika Kijiji cha Kirimangai, Nyandarua, imeachwa bila makao baada ya moto kuteketeza nyumba yao ya vyumba vinne vya kulala. Wanawaomba viongozi wa eneo hilo na wasamaria wema msaada.","Familia moro e  gweng' mar Kirimangai, Nyandarua, osedong' ka onge ot ma gidakie bang' ka ot ma nigi ute ang'wen-go osewang'o. Gikwayo kony kowuok kuom jochiwo mang'won kod jotelo mag gwengego.",original_baseline_dataset,2026-07-11,PSA
2862,Governance,PSA,UNITED WE STAND Villagers in Gatundu contribute and construct a makeshift bridge They are urging local leaders to construct a permanent bridge #KBCniYetu,Wakazi wa kijiji cha Gatundu wachangia na kujenga daraja la muda. Wanawahimiza viongozi wa eneo hilo kujenga daraja la kudumu #KBCniYetu,Ka wamakore to wachung' Jogweng' duto  mar Gatundu konyo kendo gero olalo ka gikwayo jotelo mag gweng'no mondo oger olalo mosiko #KBCNIYETU,original_baseline_dataset,2026-07-11,PSA
2863,Governance,PSA,"Local leaders in Lamu East have urged residents to unite and elect visionary leaders ahead of the upcoming general elections, citing slow development in the region. They urged the Bajuni community to support leaders committed to service and good governance. #KBCniYetu ^MM","Viongozi wa eneo la Lamu Mashariki wamewahimiza wakazi kuungana na kuwachagua viongozi wenye maono kabla ya uchaguzi mkuu ujao, wakitaja maendeleo ya polepole katika eneo hilo. Waliwahimiza jamii ya Bajuni kuwaunga mkono viongozi waliojitolea kutoa huduma na utawala bora. #KBCniYetu ^MM","Jotelo mag  Lamu ma Ugwe osesayo ji mondo oriwgi kanyachiel kendo giyier jotelo ma nigi paro maber kapok oyud yiero maduong' mabiro, ka giseyo dongruok ma mos e gweng'no. Gijiwo jogweng' ma Bajoni mondo ojiw jotelo moyie tich kod telo maber  #KBCniYetu ^MM",original_baseline_dataset,2026-07-11,PSA
2864,Governance,PSA,Lamu County Government Urges Liquor Board to Refrain from Licensing in High-Risk Areas.,Serikali ya Kaunti ya Lamu Yaitaka Bodi ya Vinywaji Kuacha Kutoa Leseni katika Maeneo Yenye Hatari Kubwa.,Sirkal mar kaunti ma Lamu jiwo jotelo mag kong'o mondo kik chiw otiko  mag kong'o e gwenge ma nyalo kelo hinyruok maduong'.,original_baseline_dataset,2026-07-11,PSA
2865,Governance,PSA,"Push For SHA Registration Nairobi county Woman Rep Esther Passaris, urges Kenyans to register for SHA to make it easy to access government health services.","Shinikiza Usajili wa SHA Mwakilishi wa Wanawake wa kaunti ya Nairobi Esther Passaris, anawasihi Wakenya kujiandikisha kwa SHA ili kurahisisha upatikanaji wa huduma za afya za serikali.","Dhiro ndikruok e chenro mar SHA jotend mine e kaunti ma Nairobi Esther Papitaris, jiwo Jo-Kenya mondo ondikre e SHA mondo obed mayot yudo weche thieth mag sirkal.",original_baseline_dataset,2026-07-11,PSA
2866,Governance,PSA,"Nairobi County Government urges members of the public to identify and collect the bodies within one week, failure to which they will be disposed of at city cemeteries.","Serikali ya Kaunti ya Nairobi inawasihi wananchi kutambua na kukusanya miili hiyo ndani ya wiki moja, la sivyo itazikwa kwenye makaburi ya jiji.","Sirkal mar kaunti ma Nairobi jiwo ji mondo ong'e ringregi kendo ochokgi e juma achiel, nikech tok mano ibiro witgi e kuonde iko mag boma.",original_baseline_dataset,2026-07-11,PSA
2867,Governance,PSA,"Clergy on schools reopening: Clergy urges government to ensure safety of school children. 10 schools remain submerged in Budalangi, Busia County Odhiambo: Ensure children are safe as schools reopen","Makasisi kuhusu kufunguliwa tena kwa shule: Makasisi wahimiza serikali kuhakikisha usalama wa watoto wa shule. Shule 10 bado zimejaa maji huko Budalangi, Kaunti ya Busia Odhiambo: Hakikisha watoto wako salama huku shule zikifunguliwa tena","Wach jotemb lamo e yepo mar skul jotend lemo ojiwo sirkal mondo oket nyime arita mar nyithindo . Sikunde apar odong ka onimo e Budalangi : Kaunti mar Busia Odhiambo, Budalandi, Busia wacho: neni  Nyithindo nitiere maber ka sikul oyaw.",original_baseline_dataset,2026-07-11,PSA
2868,Governance,PSA,Nairobi county government urges land rates defaulters to pay up as it targets 30 billion in annual revenues,Serikali ya kaunti ya Nairobi yawahimiza waliokiuka viwango vya ardhi kulipa huku ikilenga mapato ya kila mwaka ya bilioni 30,Sirkal mar Nairobi jiwo jogolo lowo mondo ochiw osara mar dola bilion piero adek e bajet ma higa ka higa,original_baseline_dataset,2026-07-11,PSA
2869,Governance,PSA,Assistant County Commissioner Phebians Olungah sheds light on the Government's Promises on Education. He urges Kenyans to be realistic about their expectations.,Kamishna Msaidizi wa Kaunti Phebians Olungah aangazia Ahadi za Serikali kuhusu Elimu. Anawasihi Wakenya kuwa na mtazamo wa kweli kuhusu matarajio yao.,Jakony Komisona  mar kaunti Phebians Olungah keto ler e singo mar  sirkal e wi somo. Ojiwo Jo-Kenya mondo obed gadier gi gik ma gigeno.,original_baseline_dataset,2026-07-11,PSA
2870,Governance,PSA,"Nairobi County Government, led by Geoffrey Mosiria warns of loud music in church “Keshas”, clubs, and bars. Urges citizens to report any incident of noise pollution","Serikali ya Kaunti ya Nairobi, ikiongozwa na Geoffrey Mosiria inaonya kuhusu muziki wa sauti kubwa kanisani ""Keshas"", vilabu, na baa. Inawahimiza raia kuripoti tukio lolote la uchafuzi wa kelele","Sirkal mar kaunti ma Nairobi, ma ne itayo gi Geoffrey Mosria, chiwo siem e wi thum ma nigi dwol maduong' e kanisa, kuonde mag thum, kuonde to ngona kod kuonde math  . Jiwo jopiny mondo ochiw lipot mar wach mar koko e kor lwasi.",original_baseline_dataset,2026-07-11,PSA
2871,Governance,PSA,County Functions Transfer: National government to transfer remaining functions Pres. Ruto says funds will be allocated in 2025/26 FY Devolved assets to be transferred by June 2025 Pres. Ruto urges harmonious intergovernmental relations,Uhamisho wa Kazi za Kaunti: Serikali ya kitaifa kuhamisha kazi zilizobaki Rais Ruto asema fedha zitatengwa katika mwaka wa fedha wa 2025/26 Mali zilizogatuliwa zitahamishwa ifikapo Juni 2025 Rais Ruto ahimiza uhusiano mzuri kati ya serikali,Tije mag kaunti mowil: sirkal mamalo mondo okel tije ma pod odong' mag Pres. Ruto wacho ni pesa ibiro chiw e higa mar 2025/26 FY mwandu moketi mondo okel e dwe mar auchiel higa mar alufu ariyo gi piero ariyo gi abich ker. Ruto jiwo winjruok maber mar sirkande,original_baseline_dataset,2026-07-11,PSA
2872,Governance,PSA,"Mombasa, Your Voice Matters! Mombasa County invites all citizens to engage in the Finance Bill 2025, ADP, and CBROP discussions. Youth leaders and changemakers read, engage & influence decisions shaping our county’s future. Let’s show up,speak up & build the Mombasa we deserve.","Mombasa, Sauti Yako Ni Muhimu! Kaunti ya Mombasa inawaalika raia wote kushiriki katika mijadala ya Muswada wa Fedha wa 2025, ADP, na CBROP. Viongozi wa vijana na waleta mabadiliko husoma, kushirikisha na kushawishi maamuzi yanayounda mustakabali wa kaunti yetu. Tujitokeze, tuzungumze na tujenge Mombasa tunayostahili.","Mombasa, dwondi konyo! Kaunti mar Mombasa gwelo ji duto mondo oriwre e loso pesa mar 2025, ADP, kod mbaka mar CBROP. Jotelo mag rowere kod joma kelo lokruok somo, riwo lwedo kendo chiko yiero makelo lokruok e ngima kaunti marwa. Weuru wanenre, wawuo, kendo wakeduru e ngima maber mar Mombasa.",original_baseline_dataset,2026-07-11,PSA
2873,Governance,PSA,National Assembly Speaker Moses Wetang’ula urges county governments to support the government’s push to have Kenyans register for SHA.,Spika wa Bunge la Kitaifa Moses Wetang’ula anazisihi serikali za kaunti kuunga mkono juhudi za serikali za kuwataka Wakenya kujiandikisha katika SHA.,"Moses Wetang'ula, ma en jatend od bura mamalo, jiwo sirkande mag kaunti mondo oriw lwedo chuno sirkande mag Kenya mondo odonj e riwruok mar SHA.",original_baseline_dataset,2026-07-11,PSA
2874,Governance,PSA,"The county government of Nyandarua urges farmers to undertake soil testing, following the signing of a Memorandum of Understanding with the Cereal Growers Association.","Serikali ya kaunti ya Nyandarua inawasihi wakulima kufanya upimaji wa udongo, kufuatia kutiwa saini kwa Mkataba wa Makubaliano na Chama cha Wakulima wa Nafaka.","Sirkal mar kaunti mar Nyandarua jiwo jopur mondo otim nonro mar lowo, bang ' ka osendik winjruok mar winjo tiend wachno gi riwruok mapidho cham.",original_baseline_dataset,2026-07-11,PSA
2875,Governance,PSA,"Mental health boost in Kenya: 32 counselors graduate in Thika to tackle depression, trauma, and substance abuse. Africana College Director Dr. Susan Gitau urges government to fund county-level counseling centers to expand access to lifesaving psychosocial support.","Kuimarika kwa afya ya akili nchini Kenya: Washauri 32 wahitimu huko Thika ili kukabiliana na mfadhaiko, kiwewe, na matumizi mabaya ya dawa za kulevya. Mkurugenzi wa Chuo cha Africana Dkt. Susan Gitau anahimiza serikali kufadhili vituo vya ushauri nasaha vya ngazi ya kaunti ili kupanua ufikiaji wa usaidizi wa kisaikolojia unaookoa uhai.","bero paro maber mar obuongo e Piny Kenya: Jolony piero adek kod ariyo machiwo paro mar mag thieth e Thika kedo gi tuwo mar parruok, timbe mahundu, kod tiyo marach gi yedhe mamero. Susan Gitau, ma en jatend mbalariany mar piny Afrika , kwayo sirkal mondo ochiw kony gi kuonde ma ji yudoe kony e weche thieth mondo okonygi.",original_baseline_dataset,2026-07-11,PSA
2876,Governance,PSA,"Met Department warns Kenyans to brace for heavy rainfall, cold nights of below 10 degrees Kenya 7 months ago by Didacus Malowa Kenyans should prepare for a prolonged bout of heavy rainfall and biting cold nights, with temperatures expected to plunge below 10°C in some regions.","Idara ya Met yawaonya Wakenya kujitayarisha kwa mvua kubwa, usiku wa baridi chini ya nyuzi joto 10 Kenya miezi 7 iliyopita na Didacus Malowa Wakenya wanapaswa kujiandaa kwa kipindi kirefu cha mvua kubwa na usiku wa baridi kali, huku halijoto ikitarajiwa kushuka chini ya nyuzi joto 10 katika baadhi ya maeneo.","Migawo mar Riwruok mar  chal mar kor lwasi  (MET) osiemo Jo-Kenya ni koth maduong' ne dhi chue, otieno ma piny ne nyalo chue gi digri apar e piny Kenya dweche abiriyo mosekalo kendo Didacus Malowa Kenya ne dhi ikore ne koth maduong' kod yuto mang'eny e otieno ma piny ne dhi chue e bwo digri apar e kuonde moko. ",original_baseline_dataset,2026-07-11,PSA
2877,Governance,PSA,Citizens are urged to provide information on to improve service provision.,Wananchi wanahimizwa kutoa taarifa kuhusu kuboresha utoaji wa huduma.,Ijiwo raia mondo ochiw ripot e wi mondo omed bero chenro michiwo.,original_baseline_dataset,2026-07-11,PSA
2878,Governance,PSA,The National Treasury urges members of the public to remain vigilant about to ensure public safety.,Hazina ya Kitaifa inawasihi wananchi kuendelea kuwa macho ili kuhakikisha usalama wa umma.,Keno mar sirkal mamalo jiwo ji mondo obed motang' ahinya mondo omi jopiny obed gi arita maber.,original_baseline_dataset,2026-07-11,PSA
2879,Governance,PSA,Ministry of Agriculture encourages members of the public to submit comments on for community development.,Wizara ya Kilimo inawahimiza wananchi kutoa maoni yao kuhusu maendeleo ya jamii.,Migawo mar pur  jiwo ji mondo ochiw pachgi e wi dongruok mar oganda.,original_baseline_dataset,2026-07-11,PSA
2880,Governance,PSA,Citizens are urged to support for community development.,Wananchi wanahimizwa kuunga mkono maendeleo ya jamii.,Ji ojiw mondo oriw lwedo dongruok mar oganda.,original_baseline_dataset,2026-07-11,PSA
2881,Governance,PSA,The Commission calls upon business owners to stay alert to during the election period.,Tume inatoa wito kwa wamiliki wa biashara kuwa macho wakati wa uchaguzi.,Kamison dwaro ni jolok ohala obed motang' sama itimo yiero.,original_baseline_dataset,2026-07-11,PSA
2882,Governance,PSA,"Citizens should report corruption cases to hotline 999, 911, or 112.","Raia wanapaswa kuripoti kesi za ufisadi kwa simu ya dharura 999, 911, au 112.","Jopiny onego ochiw lipode mag koso arita kwe e namba mar 999, 911, kata 112.",original_baseline_dataset,2026-07-11,PSA
2883,Governance,PSA,County Government encourages members of the public to exercise caution regarding to ensure public safety.,Serikali ya Kaunti inawahimiza wananchi kuwa waangalifu kuhusu kuhakikisha usalama wa umma.,Sirkal mar kaunti'no jiwo ji mondo otang' gi weche ma nyalo miyo oganda bedo gi ritruok.,original_baseline_dataset,2026-07-11,PSA
2884,Governance,PSA,The government advises motorists to remain vigilant about to promote accountability.,Serikali inawashauri madereva kuwa macho ili kukuza uwajibikaji.,Sirkal jiwo derepe mondo obed motang' mondo kik gidonj e timbe maok kare .,original_baseline_dataset,2026-07-11,PSA
2885,Governance,PSA,"Political Parties Liaison Committee backs IEBC, urges Gen Z to register as voters","Kamati ya Uhusiano ya Vyama vya Siasa yaiunga mkono IEBC, yahimiza Jenerali Z kujiandikisha kama wapiga kura",Komiti mar Riwruok mar Pinje odok ne duol mar yiero mar  IEBC ka kijiwo rowere mondo ondikre kaka jogo ombulu,original_baseline_dataset,2026-07-11,PSA
2886,Governance,PSA,TAKING STOCK OF DEVOLUTION President Kenyatta urges the National Government and county governments to work together to address climate change in Kenya,KUCHUNGUZA UADILIFU Rais Kenyatta ahimiza Serikali ya Kitaifa na serikali za kaunti kufanya kazi pamoja ili kushughulikia mabadiliko ya hali ya hewa nchini Kenya,POGRUOK MAG AKWEDE: Ker  Kenyatta jiwo sirkande mamalo kod mag gwenge mondo oti kanyachiel e kelo lokruok e chal mar kor lwasi e piny mar Kenya.,original_baseline_dataset,2026-07-11,PSA
2887,Health,General,Ensuring food safety through rigorous analysis at the,Kuhakikisha usalama wa chakula kwa njia ya uchambuzi wa kina katika,Neno ni chiemo nigi arita maber kokalo kuom nono matut e kar,template_generated,2026-07-11,General
2888,Health,Malaria,Malaria vaccination targeting children within Kenya's lake-endemic region,Chanjo ya malaria inayolenga watoto katika eneo la ziwa la Kenya,Chanjo mar maleria ma ochung’ ne nyithindo ma ni e alwora mar nam ma Kenya,scraped_government_ngo_sources,2026-07-11,Malaria
2889,Health,General,Healthcare IT Digitization Programme Steering Committee Reviews Progress on UHC Digital Transformation,Kamati ya Uendeshaji ya Mpango wa Uwekaji Dijiti wa IT katika Huduma ya Afya Inakagua Maendeleo ya Ubadilishaji Dijiti wa UHC,Komiti ma tayo chenro mar keto IT e yore mag thieth nono dongruok e weche mag loko yore mag UHC,template_generated,2026-07-11,General
2890,Health,General,Kenya Strengthens Partnership with GE Healthcare to Advance UHC and Digital Health,Kenya Inaimarisha Ushirikiano na GE Healthcare ili Kuendeleza UHC na Afya ya Kidijitali,Kenya Omedo Teko Riwruok gi GE Thieth mondo Omed UHC kod Thieth mar Dijital,template_generated,2026-07-11,General
2891,Health,General,PS Mary Muthoni Rallies Health Regulators to Strengthen Coordination and Public Health Oversight,PS Mary Muthoni akutana na Wadhibiti wa Afya ili Kuimarisha Uratibu na Uangalizi wa Afya ya Umma,PS Mary Muthoni Ochoko Jotend Thieth mondo ojing' Riwruok kod Rieko Thieth mar Oganda,template_generated,2026-07-11,General
2892,Health,General,Kenya and India Deepen Health Partnership to Advance Universal Health Coverage,Kenya na India Zaimarisha Ushirikiano wa Afya ili Kuendeleza Huduma ya Afya kwa Wote,Kenya kod India Omedo Riwruok e weche Thieth mondo gidhi nyime gi thieth e piny mangima,template_generated,2026-07-11,General
2893,Health,General,RUSH Kenya Rural and Urban Sanitation & Hygiene Monitoring System,RUSH Kenya Usafi wa Mazingira Vijijini na Mijini & Mfumo wa Ufuatiliaji wa Usafi,RUSH Kenya chenro mar luwo ler kod ler mar gwenge kod boma,template_generated,2026-07-11,General
2894,Health,General,Visit the Kenya Rural and Urban Sanitation & Hygiene Monitoring System Portal,Tembelea Tovuti ya Kenya ya Mfumo wa Ufuatiliaji wa Usafi wa Mazingira Vijijini na Mijini na Mfumo wa Ufuatiliaji wa Usafi,Lim Oboke mar Kenya mar ng’iyo ler kod ler mar gwenge kod bombe,template_generated,2026-07-11,General
2895,Health,General,The State Department plays a crucial role in shaping healthcare in our country.,Idara ya Jimbo ina jukumu muhimu katika kuunda huduma ya afya katika nchi yetu.,Ofis mar pinyno nigi tich maduong’ ahinya e loso yore mag thieth e pinywa.,template_generated,2026-07-11,General
