PSA_Id,Domain,English,Kiswahili,Dholuo,Kiswahili_accurate,Dholuo_accurate,Reviewer_comments,Corrected_Dholuo,Corrected_Kiswahili
2658,Governance,Ministry of Interior calls upon citizens to contribute their views on to strengthen governance.,Wizara ya Mambo ya Ndani inatoa wito kwa raia kutoa maoni yao kuhusu kuimarisha utawala.,Apis mar weche mag arita kwayo raia mondo ochiw pachgi kuom wach gero sirkal.,Yes,Yes,,,
832,Health,Govt kicks of distribution of mosquito nets. Govt aims at distributing 15.3M treated nets,Serikali yazindua usambazaji wa vyandarua. Serikali inalenga kusambaza vyandarua milioni 15.3 vilivyotibiwa,Sirkal chako pogo net mag kwiri. Sirkal dwaro ni opog ne ji net milion 15.3 mosetigo,Yes,Yes,,,
1916,Security & Safety,Use crossing points and traffic lights where available.,Tumia sehemu za kuingilia na taa za trafiki inapopatikana.,Ti gi ler mag ndara mondo kik gari nyoni,Yes,Yes,,,
3908,Education,Teachers recommend combining regular homework review with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya kupitia kazi za nyumbani mara kwa mara na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj golo paro ni mondo oriw somo mar tije mag ot pile ka pile kod chopo e chokruoge pile ka pile mondo ilos bedo maonge gi gige somo.,Yes,Yes,,,
4475,Security & Safety,"During mass gatherings, always keep emergency contacts on hand in case of drought.","Wakati wa mikusanyiko mikubwa, weka nambari za dharura karibu endapo kutakuwa na ukame.","E kinde mag chokruok mag ji mang'eny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka ng'ato otho.",Yes,Yes,,,
4020,Education,Any lack of learning materials affecting learners at Junior Secondary School should be raised during infrastructure development plans discussions.,ukosefu wa vifaa vya kujifunzia yoyote inayoathiri wanafunzi katika shule ya upili ya chini inapaswa kuibuliwa wakati wa majadiliano ya mipango ya uendelezaji wa miundombinu.,"Gimoro amora ma onge gi gik mitiyogo e somo ma mulo jopuonjre e Skul mar Sekondari ma piny, onego oketgi e paro e kinde ma itimoe mbaka mag chenro mag dongruok mar gedo mag piny.",Yes,Yes,,,
1939,Security & Safety,Never leave candles burning unattended - use hurricane lamps instead.,Usiache mishumaa ikiwaka bila mtu anayeiangalia - tumia taa za kimbunga badala yake.,Kik iweya ka teyni liel maok iketo pachi e yo maber - ti gi teyni mag yamo mager kar mano.,Yes,Yes,,,
3174,Health,"Kenya's Ministry of Health and the World Health Organization (WHO) handed over 108 electric obstetric theatre beds and a package of women's cancer screening and management equipment at Kenyatta National Hospital on 9 June 2026, in a move intended to strengthen the country's capacity to manage obstetric emergencies and expand access to cervical and breast cancer services.","Wizara ya Afya ya Kenya na Shirika la Afya Duniani (WHO) zilikabidhi vitanda 108 vya maonyesho ya uzazi na kifurushi cha vifaa vya uchunguzi na udhibiti wa saratani ya wanawake katika Hospitali ya Kitaifa ya Kenyatta tarehe 9 Juni 2026, katika hatua iliyokusudiwa kuimarisha uwezo wa nchi wa kudhibiti dharura za uzazi na kupanua ufikiaji wa huduma za saratani ya mlango wa kizazi na matiti.","Od thieth mar piny Kenya kod Riwruok mar Thieth mar Pinyruoth (WHO) nomiyo otanda 108 mag ot mar nyuol kod gik ma itiyogo e ng'iyo kendo rito tuo mar kansa mar mon e Od thieth maduong' mar Kenyatta tarik 9 dwe mar auchiel higa mar 2026, e chenro ma ne ochung'ne jiwo nyalo mar pinyno mar nyuol kendo rito tuoche mag kansa. tich mar thieth mar kansa.",Yes,Yes,,,
308,Education,Fund schools! Support education for refugee children.,Fadhili shule! Saidia elimu kwa watoto wakimbizi.,Konyuru Skunde mag Pinyruoth! Kony nyithindo ma oringo thuchegi.,Yes,Yes,,,
2916,Health,COVID-19 PCR LABS TRAINED ON TRUSTED TRAVEL AS AT 21.09.2021,MAABARA YA COVID-19 PCR YALIYOFUNZWA KWA USAFIRI UNAOAMINIWA MNAMO TAREHE 21.09.2021,LABO MAR PCR MAR COVID-19 OPUONJI E WUOTH MOGINE CHIEKO TAR 21.09.2021,Yes,Yes,,,
556,Education,"Report issues! Schools, set up grievance systems.","Ripoti masuala! Shule, weka mifumo ya malalamiko.","Lando wach ma chandou! Skunde, keto chenro mag ng'ado bura.",Yes,Yes,,,
201,Education,Enroll in TVET programs for skills development 2025.,Jiandikishe katika programu za TVET kwa ajili ya ukuzaji wa ujuzi 2025.,Donj e chenro mag TVET mar dongruok mar lony 2025.,Yes,Yes,,,
2782,Governance,Saving Marsabit Forests: Measures launched to protect forests and water bodies in the county Stakeholders urged to sensitise residents to help combat degradation Residents urged to plant trees to protect water catchment areas,Kuokoa Misitu ya Marsabit: Hatua zilizozinduliwa kulinda misitu na vyanzo vya maji katika kaunti Wadau wahimizwa kuhamasisha wakazi kusaidia kupambana na uharibifu Wakazi wahimizwa kupanda miti ili kulinda maeneo ya vyanzo vya maji,Konyo bungu mar Masabit: Chenro mag rito bunge kod yiende mag pi e kaunti'no ne ojiw jokanyo ne ojwi mondo owuo kod jodak mondo okony e rito lowo ojiw jodak mondo opidh yiende mondo oywa pi.,Yes,Yes,,,
1893,Security & Safety,Don't use 'Mothers maiden name' for security questions! Use a fictional answer.,Usitumie 'Jina la ukoo la Mama' kwa maswali ya usalama! Tumia jibu la kubuni.,"Kik iti gi nying mamau sama iseto paswad, to ti gi dwoko ma ok nyal bedo adier.",Yes,Yes,,,
3955,Education,Teachers recommend combining daily reading with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya kusoma kila siku na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj golo paro ni mondo oriw somo ma pile ka pile kod bedo e chokruoge pile mondo ilos bedo maonge gi gige somo.,Yes,Yes,,,
2429,Security & Safety,Follow correct procedures when your vehicle breaks down.,Fuata taratibu sahihi gari lako linapoharibika.,Tim gik makare sama mtoka okethore.,Yes,Yes,,,
3993,Education,The textbook subsidy programme now covers learners at pre-primary school facing financial hardship.,mpango wa ruzuku ya vitabu sasa inahusisha wanafunzi katika shule ya chekechea wanaokabiliwa na ugumu wa kifedha.,Program mar konyo buge mag somo sani oriwo jopuonjre ma ni e skul ma pok ochako somo ma yudo pek mag pesa.,Yes,Yes,,,
572,Education,Safety guidelines for school reopening 2021.,Miongozo ya usalama kwa ajili ya kufungua tena shule 2021.,Puonj mag ritruok e chako skul kendo 2021.,Yes,Yes,,,
4963,Governance,"To reduce abuse of office, the county is expanding access to tax compliance certificates this year.","Ili kupunguza matumizi mabaya ya ofisi, kaunti inapanua upatikanaji wa vyeti vya ufuasi wa kodi mwaka huu.","Mondo ogeng' tiyo marach gi ofis, kaunti medo yudo oboke mag luwo chike mag osuru e higa ni.",Yes,Yes,,,
3010,Governance,"Voter Polling Stations for the By-elections Scheduled to be held on 14th October, 2021","Vituo vya Kupigia Kura kwa ajili ya Uchaguzi Mdogo wa Madiwani Uliopangwa kufanyika tarehe 14 Oktoba, 2021.",Kuonde mag goyo ombulu mag yiero mabiro timore tarik 14 dwe mar apar higa mar 2021,Yes,Yes,,,
4280,Health,Health workers recommend learning about safe pregnancy practices alongside practicing using treated mosquito nets at home.,Wahudumu wa afya wanapendekeza kujifunza kuhusu mazoezi salama ya ujauzito pamoja na kufanya kutumia vyandarua vilivyotibiwa nyumbani.,Jotich mag thieth chiwo paro ni mondo ipuonjri yore mabeyo mag bedo gi ich kaachiel gi puonjruok mar tiyo kod gik ma itiyogo e geng'o suna e ot.,Yes,Yes,,,
4226,Health,Combine safe disposal of medical waste with regular dental checkups visits to stay healthy all year round.,Changanya utupaji salama wa taka za hospitalini na ziara za mara kwa mara za uchunguzi wa meno ili kuwa na afya mwaka mzima.,Kod bolo yugi mar thieth maber kod limo pim mar lak pile pile mondo ibed gi ngima maber higa duto.,Yes,Yes,,,
4284,Health,Combine regular handwashing with soap with regular maternal health checkups visits to stay healthy all year round.,Changanya kunawa mikono mara kwa mara kwa sabuni na ziara za mara kwa mara za uchunguzi wa afya ya uzazi ili kuwa na afya mwaka mzima.,Kod lwoko lwedo pile ka pile gi sabun kod limo pile pile mag pim mag ngima mar min mondo obed gi ngima maber higa duto.,Yes,Yes,,,
1836,Security & Safety,EACC warns of imposters offering job placements at parastatals for upfront cash. All official job listings are published on PSC and organization websites.,EACC yaonya kuhusu matapeli wanaotoa nafasi za kazi katika mashirika ya umma kwa pesa taslimu mapema. Orodha zote rasmi za kazi huchapishwa kwenye tovuti za PSC na mashirika.,EACC chiwo siem ne joma wuondore ni chiwo tije e sirkal kaluwore gi pesa,Yes,No,Truncated -- drops the second sentence about official job listings on PSC/organization websites.,EACC chiwo siem ne joma wuondore ni chiwo tije e sirkal kaluwore gi pesa michulo mokwongo. Weche duto mag tije mowinjore iyudo e website mag PSC kod mag migepe mamoko.,
1731,Security & Safety,Children with disabilities face higher risks of abuse. Ensure inclusive education and accessible reporting mechanisms for their protection.,Watoto wenye ulemavu wanakabiliwa na hatari kubwa zaidi za unyanyasaji. Hakikisha elimu jumuishi na mifumo ya kuripoti inayopatikana kwa urahisi kwa ajili ya ulinzi wao.,Nyithindo ma nigi midekre yudo pek mang'eny e kwedo timbe njore.,Yes,No,"Drops second sentence: ""Ensure inclusive education and accessible reporting mechanisms for their protection.""",Nyithindo ma nigi midekre yudo pek mang'eny mar timbe marach. Ne ni somo rwako ji duto kendo nitie yore mayot mag chiwo ripot mar ritgi.,
974,Health,"Severe headaches, swelling, or bleeding during pregnancy require immediate medical attention.","Maumivu makali ya kichwa, uvimbe, au kutokwa na damu wakati wa ujauzito kunahitaji matibabu ya haraka.","Pich wich mager, chwoyo, kata chwero remo e kinde ma dhako nie ich, dwaro ni oyud thieth mapiyo.",Yes,Yes,,,
323,Education,Grade 7 reporting January 13: Bring only birth certificate – no shopping list allowed.,Kuripoti Darasa la 7 Januari 13: Leta cheti cha kuzaliwa pekee – hakuna orodha ya ununuzi inayoruhusiwa.,Klas mar 7 biro chopo Januar 13: Inyalo mana kelo barupe manyiso ni onyuoli to ok iyie gi chenro mar nyiewo gik moko.,Yes,Yes,,,
3166,Health,WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and women's health...,WHO na Kenya zakabidhi vitanda vya maonyesho na vifaa vya saratani ili kuimarisha afya ya mama na wanawake...,WHO kod Kenya chiwo otanda mag sinema kod gige kansa mondo ojing' ngima mar mon kod mon...,Yes,Yes,,,
2551,Governance,"ARTICLE 19 condemns Kenyan officials' use of violence and intimidation against students, the public, and journalists.","KIFUNGU CHA 19 kinalaani matumizi ya vurugu na vitisho kwa maafisa wa Kenya dhidi ya wanafunzi, umma, na waandishi wa habari.","""Sula apar kod ochiko kwero jotend Piny Kenya tiyo kod lweny kod ayany ewi jopuonjre, oganda, koda jofwambo kod keyo.",Yes,Yes,,,
2172,Security & Safety,"The Guardian covered the arrest of a constable linked to a political blogger's death in custody, seen as a rare step toward accountability.","Gazeti la Guardian liliripoti kukamatwa kwa polisi aliyehusishwa na kifo cha mwanablogu wa kisiasa akiwa kizuizini, jambo linaloonekana kama hatua adimu kuelekea uwajibikaji.","Gaset mar Guardian ne olero ni polis moro ma ne oneko e jela osemaki, kendo mano ne en okang' maber ahinya mar nyiso ratiro jomotue",Yes,Yes,,,
4921,Governance,Residents attending citizen feedback sessions can also learn how to access tax compliance certificates on the spot.,Wakazi wanaohudhuria vikao vya maoni ya wananchi wanaweza pia kujifunza jinsi ya kupata vyeti vya ufuasi wa kodi papo hapo.,Jodak ma dhi e chokruoge mag dwoko paro mag jodak bende nyalo ng'eyo kaka ginyalo yudo oboke mag luwo chike mag osuru e kanyo.,Yes,Yes,,,
657,Education,Support nomadic education 2022.,Saidia elimu ya kuhamahama 2022.,Riw lwedo somo mar jowuoth 2022.,Yes,Yes,,,
2338,Security & Safety,Interior Ministry condemned attacks on security installations.,Wizara ya Mambo ya Ndani ililaani mashambulizi dhidi ya vituo vya usalama.,Ministry of Interior nokwedo monj ma ne otim e ute mag sirkal.,Yes,Yes,,,
3115,Health,Engaging boys and men in the HIV response and promoting gender equality in Kenya is crucial for sustainable health outcomes and addressing gender disparities.,Kushirikisha wavulana na wanaume katika mwitikio wa VVU na kukuza usawa wa kijinsia nchini Kenya ni muhimu kwa matokeo endelevu ya afya na kushughulikia tofauti za kijinsia.,Kuong'o nyithindo ma yawuowi kod chwo e dwoko mar HIV kendo keto puonj maromre e kind chwo gi mon e piny Kenya en gima duong' ahinya e yudo duoko maber mag thieth kendo loso pogruok ma nitie e kind chwo gi mon.,Yes,Yes,,,
1979,Security & Safety,Park in well-lit areas at night and check surroundings before exiting vehicle.,Egesha gari katika maeneo yenye mwanga wa kutosha usiku na angalia mazingira kabla ya kutoka.,Par kar dak e alwora ma ler ler nitie gotieno kendo ne kama idakie kapok iwuok e mtoka.,Yes,Yes,,,
850,Health,Mental well-being is essential for a productive and healthy workplace. Prioritize mental health just as you would physical health.,Ustawi wa akili ni muhimu kwa mahali pa kazi penye tija na afya. Panga afya ya akili kama vile unavyoweza kuipa kipaumbele afya ya mwili.,Bedo gi paro maber en gima dwarore ahinya mondo ng'ato obed gi ngima maber e kar tich. Par ni bedo gi paro mowinjore en gima duong' ahinya mana kaka rito dendi.,Yes,Yes,,,
4080,Health,Health workers recommend learning about first aid basics alongside practicing safe food handling at home.,Wahudumu wa afya wanapendekeza kujifunza kuhusu misingi ya huduma ya kwanza pamoja na kufanya utunzaji salama wa chakula nyumbani.,Jotich mag thieth nyiso ni nyaka ipuonjri weche madongo mag kony mokwongo kaachiel gi puonjruok kaka inyalo rito chiemo maber e ot.,Yes,Yes,,,
939,Health,"Caregivers should follow the national immunization schedule to protect children against deadly diseases such as measles, polio, and tuberculosis.","Walezi wanapaswa kufuata ratiba ya kitaifa ya chanjo ili kuwalinda watoto dhidi ya magonjwa hatari kama vile surua, polio, na kifua kikuu.","Joma rito nyithindo onego oluw chenro moketi mar kano yedhe mag geng'o tuoche kaka, ayaki, polio, kod kahera.",Yes,Yes,,,
4268,Health,Health workers recommend learning about mental health support alongside practicing safe disposal of medical waste at home.,Wahudumu wa afya wanapendekeza kujifunza kuhusu usaidizi wa afya ya akili pamoja na kufanya utupaji salama wa taka za hospitalini nyumbani.,Jotich mag thieth nyiso ni onego opuonjre e wi konyo thieth mar paro kaachiel gi puonjruok mar wito yugi mag thieth e ot.,Yes,Yes,,,
1199,Health,World cancer day themed 'united by unique'. Experts emphasize on individualized patient-centered care. Govt called upon to ensure easy accessibility to cancer services Rising burden of cancer considered a threat to the economy,Siku ya saratani duniani yenye mada 'kuunganishwa na kipekee'. Wataalamu wanasisitiza huduma ya kibinafsi inayolenga mgonjwa. Serikali imeomba kuhakikisha upatikanaji rahisi wa huduma za saratani. Mzigo unaoongezeka wa saratani unachukuliwa kuwa tishio kwa uchumi,"Odiechieng' mar thieth mar kansa e piny mangima ne dhi bedo gi wich mawacho ni, 'Winjruok e kind gik mopogore opogore.' Lakteche jiwo ahinya wach rito jatuwo ka luwore gi chal mare. Ne okwa sirkal mondo omi ji thuolo mar yudo thieth mar kansa e yo mayot Medruok mar tuo mar kansa en gima kelo hinyruok ne yuto mar piny",Yes,Yes,,,
3111,Health,"Media plays a crucial role in shaping positive health outcomes, contributing significantly to Kenya's success in combating HIV and AIDS.","Vyombo vya habari vina jukumu muhimu katika kuunda matokeo chanya ya afya, na kuchangia kwa kiasi kikubwa mafanikio ya Kenya katika kupambana na VVU na UKIMWI.","Oboke mag lando wach nigi tich maduong' ahinya e loso gik mabeyo mag thieth, kendo gikonyo ahinya e loch mar piny Kenya e lweny mar HIV kod AIDS.",Yes,Yes,,,
292,Education,"Free startup capital Ksh 200,000 for top 1,000 TVET graduates!","Mtaji wa kuanzisha biashara bila malipo Ksh 200,000 kwa wahitimu 1,000 bora wa TVET!","Ohala mar Ksh 200,000 mar chako tich ne jopuonjre 1,000 ma osetieko tiegruok mar TVET!",Yes,Yes,,,
210,Education,Ensure compliance with safety manual.,Hakikisha kufuata mwongozo wa usalama.,Ne ni oluw weche manie buk moting'o chike mag rito ngima.,Yes,Yes,,,
821,Health,"Gov't now calls for wearing of masks, vaccination as Kenya faces 6th COVID-19 wave",Serikali sasa yatoa wito wa kuvaa barakoa na chanjo huku Kenya ikikabiliwa na wimbi la 6 la COVID-19,"Sirkal koro dwaro ni ji orwak lep lak, kendo gichiw thieth e kinde ma Kenya romo gi COVID-19 mar auchiel",Yes,Yes,,,
4443,Security & Safety,Emergency responders are on standby to assist during disease outbreaks.,Wahudumu wa dharura wako tayari kusaidia wakati wa milipuko ya magonjwa.,Jogo ma konyo e kinde mag masira gin gi gombo mar konyo e kinde ma tuoche opong'o piny.,Yes,Yes,,,
4678,Security & Safety,Stay informed on security threats and follow fire safety precautions to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama na ufuate tahadhari za usalama wa moto kuweka familia yako salama.,Bed gi ng'eyo matut kuom gik ma nyalo kelo luoro kendo luwo okenge mag arita mar mach mondo orit joodu maber.,Yes,Yes,,,
2294,Security & Safety,Reporting corruption aids asset recovery and strengthens law enforcement. Use official channels.,Kuripoti ufisadi husaidia kurejesha mali na kuimarisha utekelezaji wa sheria. Tumia njia rasmi.,"Ka ng'ato chiwo ripot e wi mibadhi, mano konyo e chulo mwandu kendo jiwo chike.",Yes,Yes,,,
2925,Health,MINISTRY OF HEALTH KENYA COVID-19 IMMUNIZATION STATUS REPORT 12TH MAY 2022,RIPOTI YA HALI YA CHANJO YA WIZARA YA AFYA KENYA COVID-19 TAREHE 12 MEI 2022,RIPOT MAR CHALO MAR CHOTH TUO MAR CHOKO MAR TUDO MAR KENYA TAR 12 MAR ABICH 2022,Yes,Yes,,,
2570,Governance,By 3 months ago KWS concludes public consultations on new park fees The public input process will culminate this Friday with a national validation forum at the Kenyatta International Convention Centre (KICC) in Nairobi.,Kufikia miezi 3 iliyopita KWS yakamilisha mashauriano ya umma kuhusu ada mpya za bustani. Mchakato wa michango ya umma utafikia kilele Ijumaa hii kwa jukwaa la kitaifa la uthibitishaji katika Kituo cha Mikutano cha Kimataifa cha Kenyatta (KICC) jijini Nairobi.,"Kuom dweche adek mosekalo, duol mar weche lee mag bungu osetieko goyo mbaka gi ji e wi chudo manyien mar puothe mag ji duto ma biro chopo e chokruok maduong' mar piny mangima ma ibiro tim chieng' Tich Abich e kar romo mar piny mangima mar Kenyatta, KICC e boma ma Nairobi.",Yes,Yes,,,
1109,Health,Early testing helps protect the unborn baby from HIV transmission.,Kupima mapema husaidia kumlinda mtoto ambaye hajazaliwa kutokana na maambukizi ya VVU.,Pimruok chon konyo e rito nyathi mapok onyuol kuom yudo tuo mar HIV.,Yes,Yes,,,
4045,Education,The digital learning devices programme now covers learners at Senior School facing financial hardship.,mpango wa vifaa vya kujifunzia vya kidijitali sasa inahusisha wanafunzi katika shule ya upili ya juu wanaokabiliwa na ugumu wa kifedha.,Program mar gige somo mag dijital sani oriwo jopuonjre ma ni e Skul Maduong' ma yudo pek mag pesa.,Yes,Yes,,,
755,Education,Welcome refugees! Enroll refugee children in local schools.,Karibuni wakimbizi! Waandikishe watoto wakimbizi katika shule za mitaa.,Warwakuru joma oringo thuchegi! Kel nyithindo ma oringo thuchegi e skunde manie alworau.,Yes,Yes,,,
5110,Governance,Any suspected misuse of public funds can be reported anonymously through the ethics hotline.,matumizi mabaya ya fedha za umma yoyote inayoshukiwa inaweza kuripotiwa bila kujulikana kupitia laini ya maadili.,Gimoro amora ma iparo ni otiyo marach gi pesa mag piny inyalo lando ma ok ong'ere kokalo kuom namba mar ng'ado bura.,Yes,Yes,,,
2795,Governance,Thank you for your feedback. Please report all cases of corruption and bribery to EACCKenya,Asante kwa maoni yako. Tafadhali ripoti kesi zote za ufisadi na rushwa kwa EACCKenya,Erokamano kuom dwoko mari. nyis weche duto motudore gi mibadhi kod asoya ne riwruok mar EACC Kenya.,Yes,Yes,,,
2948,Governance,"By-Elections for Member of National Assembly for Isiolo South Constituency and Member of County Assembly for Muminji Ward and Evurore Ward, Mbeere North Constituency, Embu County and West Kabras Ward, Malava Constituency, Kakamega County Scheduled to be held on Thursday 26th February, 2026.","Uchaguzi Mdogo wa Mbunge wa Kitaifa wa Eneobunge la Isiolo Kusini na Mbunge wa Kaunti ya Wadi ya Muminji na Wadi ya Evurore, Eneo Bunge la Mbeere Kaskazini, Kaunti ya Embu na Wadi ya Kabras Magharibi, Eneo Bunge la Malava, Kaunti ya Kakamega Ulioratibiwa kufanywa Alhamisi Februari 26, 2026.","<2Zepa> Yiero matin mar bedo jatend bura mar piny owacho mar Isiolo ma milambo kod jatend bura mar piny owacho e gweng' mar Muminji kod gweng' mar Evurore, gweng' mar Mbeere ma nyandwat, gweng' mar Embu kod gweng' mar Kabras ma yo podho chieng', gweng' mar Malava, gweng' mar Kakamega.",Yes,Yes,,,
185,Education,Elimination of school levies: All public schools must comply with free education policy.,Kuondolewa kwa ada za shule: Shule zote za umma lazima zizingatie sera ya elimu bila malipo.,Golo osuru mag somo: Skunde duto mag sirkal nyaka luw chike mag somo maonge chudo.,Yes,Yes,,,
102,Education,Centre Managers and Invigilators must register on CP2 system.,Wasimamizi wa Vituo na Wasimamizi lazima wajiandikishe kwenye mfumo wa CP2.,Jorit koda jorit onego odonj e chenro mar CP2.,Yes,Yes,,,
4133,Health,Health workers recommend learning about adolescent reproductive health alongside practicing safe disposal of medical waste at home.,Wahudumu wa afya wanapendekeza kujifunza kuhusu afya ya uzazi kwa vijana pamoja na kufanya utupaji salama wa taka za hospitalini nyumbani.,Jotich mag thieth chiwo paro ni ji opuonjre e wi thieth mar nyuol mar nyithindo ma rowere kaachiel gi puonjruok mar wito yugi mag thieth e ot maber.,Yes,Yes,,,
2620,Governance,The Communications Authority has issued a directive requiring the public to participate in.,Mamlaka ya Mawasiliano imetoa agizo linalowataka umma kushiriki.,Tend weche tudruok ochiwo mar Wuoyo gi Ji osechiwo chike ma dwaro ni ji duto ochiw pachgi.,Yes,Yes,,,
4729,Security & Safety,"In light of recent domestic violence cases, residents are reminded to follow workplace safety standards.","Kutokana na visa vya hivi karibuni vya unyanyasaji wa nyumbani, wakazi wanakumbushwa kufuata viwango vya usalama mahali pa kazi.","Kaluwore gi kes ma osetimore machiegni mag ng'anjo e ot, iparo ne jodak mondo giluw chike mag arita e kar tich.",Yes,Yes,,,
1810,Security & Safety,"Research farms need strict security. Use CCTV, controlled access, and patrols.","Mashamba ya utafiti yanahitaji ulinzi mkali. Tumia CCTV, ufikiaji unaodhibitiwa, na doria.",Puothe mitime nonro mopogre dwaro arita,Yes,No,"Severely truncated -- drops ""Use CCTV, controlled access, and patrols"" entirely.","Puothe mag nonro dwaro arita motegno. Ti gi CCTV, donjo ma orit, kod jorit ma wuotho ka rito.",
3979,Education,Teachers recommend combining peer study groups with regular attendance to address inadequate sanitation facilities.,Walimu wanapendekeza kuchanganya vikundi vya wenzao vya kusoma na mahudhurio ya mara kwa mara kushughulikia vyoo visivyotosha.,Jopuonj chiwo paro mar keto kanyakla grup mag somo mag jowetegi kanyachiel gi bedoe kinde ka kinde mar loso kuonde ma ok oromo mag ler.,Yes,Yes,,,
1074,Health,"Announcement that hospitals will include African indigenous vegetables (e.g., amaranth, spider plant, African nightshade) in patient meals to improve nutrition.","Tangazo kwamba hospitali zitajumuisha mboga za asili za Kiafrika (k.m., mchicha, mmea wa buibui, mti wa mtu wa Kiafrika) katika milo ya wagonjwa ili kuboresha lishe.","Lando ni osiptande biro keto alode mag Afrika (kaka amaranth, spider plant, African nightshade) e chiemo ma jotuo chamo mondo okonygi yudo chiemo maber.",Yes,Yes,,,
2332,Security & Safety,Enhanced airport and public‑space security aims to protect visitors.,Usalama ulioimarishwa wa viwanja vya ndege na anga za umma unalenga kuwalinda wageni.,Tego sirkal mar ndege kod sirkal mar alwora dwaro rito jowuoth.,Yes,Yes,,,
3873,Education,Apply for the school infrastructure improvement fund to help with your child's school fees.,Omba mfuko wa uboreshaji wa miundombinu ya shule kusaidia ada ya shule ya mtoto wako.,Kwayo pesa mar loso gik moko e skul mondo okonyi chulo skul mar nyathini.,Yes,Yes,,,
2888,Health,Malaria vaccination targeting children within Kenya's lake-endemic region,Chanjo ya malaria inayolenga watoto katika eneo la ziwa la Kenya,Chanjo mar maleria ma ochung' ne nyithindo ma ni e alwora mar nam ma Kenya,Yes,Yes,,,
1191,Health,"Launch of smartphone app to track daily steps, hydration, dietary intake, and stress levels with community leaderboards.","Uzinduzi wa programu ya simu mahiri ili kufuatilia hatua za kila siku, unyevu, ulaji wa chakula, na viwango vya msongo wa mawazo kwa kutumia ubao wa viongozi wa jamii.","Chakruok mar app mar smartphone mar nono okenge ma ng'ato kawo pile, pi, chiemo ma ng'ato chamo, kod pek ma ng'ato nigo kaluwore gi joma nie kanyakla.",Yes,Yes,,,
462,Education,Organize career guidance days 2021.,Panga siku za mwongozo wa kazi 2021.,Chenro mar bedo gi odiechienge mag chiwo paro e wi tije 2021.,Yes,Yes,,,
829,Health,Uganda declares Ebola outbreak after the Health Ministry confirmed a 24-year-old man showed symptoms and later died,Uganda yatangaza mlipuko wa Ebola baada ya Wizara ya Afya kuthibitisha kuwa mwanaume wa miaka 24 alionyesha dalili na baadaye akafariki,Uganda wacho ni Ebola osewuok bang' ka Ministri mar Thieth ne oseyie ni jal moro ma jahigini 24 ne nigi ranyisi mag tuwono to bang'e ne otho.,Yes,Yes,,,
1389,Agriculture,"Focused cow and calf vaccinations, quality colostrum, and herd-specific programs improve calf health and reduce mortality.","Chanjo maalum za ng'ombe na ndama, kolostramu bora, na programu maalum za kundi huboresha afya ya ndama na kupunguza vifo.","Chiemo mar dhok kod mar rwath ma ji neno ni ber, kaachiel gi chenro mag pidho dhok konyo nyirombe obed gi ngima maber kendo miyo tho ok bedie.",Yes,Yes,,,
1816,Security & Safety,Several Kenyans have reported scam calls claiming to be from international couriers requesting customs clearance payments. Confirm such calls with KRA or the courier directly,Wakenya kadhaa wameripoti simu za ulaghai zinazodaiwa kutoka kwa wasafirishaji wa kimataifa wanaoomba malipo ya kibali cha forodha. Thibitisha simu hizo moja kwa moja na KRA au msafirishaji.,Jo Kenya mang'eny osewacho ni ne giwuoyo gi mikoche ma ne dwaro ni mondo gichul pesa mondo giso gig ohala e gweng' ka,Yes,No,"Truncated -- drops ""Confirm such calls with KRA or the courier directly.""","Jo-Kenya mang'eny osewacho ni ne giyudo mikoch mag wuond, ka jowuoyogo wacho ni gin jo-kompuni mag oro gik moko e pinje mamoko, ka gikwayo chudo mar customs. Nonre ane gi KRA kata gi kompuni mar oro gik moko owuon kapok ichiwo pesa.",
1346,Agriculture,Demonstratable knowledge on agriculture technology in Africa,Maarifa yanayoonekana kuhusu teknolojia ya kilimo barani Afrika,Ng'eyo matut kuom teknoloji mag pur e Afrika,Yes,Yes,,,
4195,Health,Combine safe food handling with regular cancer screening visits to stay healthy all year round.,Changanya utunzaji salama wa chakula na ziara za mara kwa mara za uchunguzi wa saratani ili kuwa na afya mwaka mzima.,Kod rito chiemo maber kod limo pile pile mar pim kansa mondo ibed gi ngima maber e higa duto.,Yes,Yes,,,
3487,Agriculture,Farmers growing beans are advised to watch out for coffee berry disease this season.,Wakulima wanaolima maharagwe washauriwa kuchunga ugonjwa wa chungu wa kahawa msimu huu.,Jopur mapidho olemb ng'ombe ipuonjo mondo oritgi tuoche mag berry mag kahawa e kindeni.,Yes,No,"""beans"" rendered as an unusual/unclear term (""olemb ng'ombe"") -- recommend native-speaker check.",Jopur mapidho beans ipuonjo mondo oritgi tuoche mag berry mag kahawa e kindeni.,
