PSA_Id,Domain,English,Kiswahili,Ekegusii,Class,Source,English_clean,Kiswahili_clean,Ekegusii_clean,codeswitch_tokens,has_codeswitch,ekegusii_caps_ratio,codeswitch_tokens_v2,is_boilerplate,English_clean_n_words,English_clean_n_tokens,Kiswahili_clean_n_words,Kiswahili_clean_n_tokens,Ekegusii_clean_n_words,Ekegusii_clean_n_tokens,English_clean_tokens_str,Kiswahili_clean_tokens_str,Ekegusii_clean_tokens_str
3083,Education,Inclusive CBC exams: Braille & sign language papers ready ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ collect from KNEC!,Mitihani ya CBC inayojumuisha: Braille na karatasi za lugha ya ishara tayari Ã¢â€¬Ã¢â‚¬Å“ zitakusanywa kutoka KNEC!,"Amatemwa a CBC ase abana baria abare noboremaru ao ao na baria bare boronge bonsi: Amasakara nebinto biria bigokonya abana emeuko, baria batari koigwa na gokwana nao bire tayari, binyore korwa KNEC!",General,professor_provided_ekegusii_corpus,Inclusive CBC exams: Braille & sign language papers ready — collect from KNEC!,Mitihani ya CBC inayojumuisha: Braille na karatasi za lugha ya ishara tayari zitakusanywa kutoka KNEC!,"Amatemwa a CBC ase abana baria abare noboremaru ao ao na baria bare boronge bonsi: Amasakara nebinto biria bigokonya abana emeuko, baria batari koigwa na gokwana nao bire tayari, binyore korwa KNEC!","['CBC', 'KNEC']",TRUE,0.055214724,"['CBC', 'KNEC']",FALSE,13,35,16,42,32,72,"Inc ##lusi ##ve CBC ex ##ams : Br ##aille & sign language papers ready Ã ##ƒ ##¢ ##Ã ##¢ "" š ##¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" collect from K ##NE ##C !","Mit ##ihan ##i ya CBC ina ##yo ##jumu ##isha : Br ##aille na kara ##tasi za lugha ya ish ##ara tay ##ari Ã ##¢ "" ¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" zit ##aku ##san ##ywa kutoka K ##NE ##C !","Ama ##tem ##wa a CBC as ##e ab ##ana bar ##ia ab ##are no ##bore ##mar ##u ao ao na bar ##ia bare bor ##onge bons ##i : Ama ##saka ##ra ne ##bin ##to biri ##a big ##okon ##ya ab ##ana em ##eu ##ko , bar ##ia bat ##ari ko ##ig ##wa na go ##kwa ##na na ##o bir ##e tay ##ari , bin ##yor ##e kor ##wa K ##NE ##C !"
3084,Education,Inclusive education now law ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ every public school must admit disabled learners!,Elimu mjumuisho sasa ni sheria ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ kila shule ya umma lazima iingize wanafunzi walemavu!,"Chisemi ase bonsi bono riabeire ogochika, kera esukuru yeserikari goika ebe nabana bare noboremaru!",General,professor_provided_ekegusii_corpus,Inclusive education now law — every public school must admit disabled learners!,Elimu mjumuisho sasa ni sheria — kila shule ya umma lazima iingize wanafunzi walemavu!,"Chisemi ase bonsi bono riabeire ogochika, kera esukuru yeserikari goika ebe nabana bare noboremaru!",[],FALSE,0.011904762,[],FALSE,12,31,14,45,14,36,"Inc ##lusi ##ve education now law Ã ##ƒ ##¢ ##Ã ##¢ "" š ##¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" every public school must ad ##mit disabled learn ##ers !","Eli ##mu m ##jumu ##ish ##o sa ##sa ni she ##ria Ã ##ƒ ##¢ ##Ã ##¢ "" š ##¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" kila shu ##le ya um ##ma la ##zima ii ##ngi ##ze wa ##na ##fu ##nzi wa ##lema ##vu !","Chi ##sem ##i as ##e bons ##i bon ##o ri ##abe ##ire og ##och ##ika , ker ##a es ##uku ##ru ye ##seri ##kari go ##ika e ##be na ##bana bare no ##bore ##mar ##u !"
3085,Education,Inclusive education policy launched ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ every school must admit disabled learners!,Sera ya elimu mjumuisho imezinduliwa ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ kila shule lazima iingize wanafunzi walemavu!,"Richiko igoro yechisemi ase bonsi riabekirwe, kera esukuru goika erwe ribaga ase abana abaremaru!",General,professor_provided_ekegusii_corpus,Inclusive education policy launched — every school must admit disabled learners!,Sera ya elimu mjumuisho imezinduliwa — kila shule lazima iingize wanafunzi walemavu!,"Richiko igoro yechisemi ase bonsi riabekirwe, kera esukuru goika erwe ribaga ase abana abaremaru!",[],FALSE,0.012195122,[],FALSE,11,30,12,43,14,36,"Inc ##lusi ##ve education policy launched Ã ##ƒ ##¢ ##Ã ##¢ "" š ##¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" every school must ad ##mit disabled learn ##ers !","Sera ya eli ##mu m ##jumu ##ish ##o ime ##zin ##dul ##iwa Ã ##ƒ ##¢ ##Ã ##¢ "" š ##¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" kila shu ##le la ##zima ii ##ngi ##ze wa ##na ##fu ##nzi wa ##lema ##vu !","Rich ##iko ig ##oro ye ##chis ##emi as ##e bons ##i ri ##abe ##kir ##we , ker ##a es ##uku ##ru go ##ika er ##we riba ##ga as ##e ab ##ana ab ##are ##mar ##u !"
3086,Education,Inclusive sports day mandatory in all schools Dec 10 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ every child must participate!,Siku ya michezo mjumuisho ya lazima katika shule zote Desemba 10 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ kila mtoto lazima ashiriki!,"Rituko riokogokera chigosori goika rikoreke chitriki 10 chia kera omotienyi 12, kera omwana goika aegwe ribaga kogokera!",General,professor_provided_ekegusii_corpus,Inclusive sports day mandatory in all schools Dec 10 — every child must participate!,Siku ya michezo mjumuisho ya lazima katika shule zote Desemba 10 — kila mtoto lazima ashiriki!,"Rituko riokogokera chigosori goika rikoreke chitriki 10 chia kera omotienyi 12, kera omwana goika aegwe ribaga kogokera!",[],FALSE,0.010204082,[],FALSE,14,32,16,45,17,43,"Inc ##lusi ##ve sports day mandato ##ry in all schools Dec 10 Ã ##ƒ ##¢ ##Ã ##¢ "" š ##¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" every child must participate !","Si ##ku ya mich ##ez ##o m ##jumu ##ish ##o ya la ##zima katika shu ##le zo ##te Des ##emba 10 Ã ##ƒ ##¢ ##Ã ##¢ "" š ##¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" kila mto ##to la ##zima ash ##iri ##ki !","R ##itu ##ko rio ##kog ##oke ##ra chi ##gos ##ori go ##ika ri ##kor ##eke chi ##tri ##ki 10 chia ker ##a om ##oti ##eny ##i 12 , ker ##a om ##wana go ##ika ae ##g ##we riba ##ga ko ##go ##kera !"
3087,Education,Interactive learning spaces,Nafasi za kujifunza zinazoingiliana,Amabaga yogosoma ase chinkwana,General,professor_provided_ekegusii_corpus,Interactive learning spaces,Nafasi za kujifunza zinazoingiliana,Amabaga yogosoma ase chinkwana,[],FALSE,0.037037037,[],FALSE,3,3,4,11,4,11,Interactive learning spaces,Na ##fasi za ku ##ji ##fu ##nza zin ##azo ##ingi ##liana,Ama ##ba ##ga yo ##gos ##oma as ##e chi ##nk ##wana
3088,Education,Interactive panels and legal handouts,Paneli shirikishi na takrima za kisheria,Chinkwana na gosoma ebitabu biamachiko .,General,professor_provided_ekegusii_corpus,Interactive panels and legal handouts,Paneli shirikishi na takrima za kisheria,Chinkwana na gosoma ebitabu biamachiko .,[],FALSE,0.029411765,[],FALSE,5,6,6,12,6,14,Interactive panels and legal hand ##outs,Panel ##i shi ##rik ##ishi na tak ##rima za kis ##her ##ia,Chin ##kwa ##na na go ##soma e ##bita ##bu bi ##ama ##chi ##ko .
3089,Education,"Intern teachersÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ salary jumps to Ksh 50,000 from January ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ TSC confirms!","Walimu wa ndani Ã¢â€šÂ¬Ã¢â€¬Å¢ mishahara inaruka hadi Ksh 50,000 kuanzia Januari Ã¢â€¬Ã¢â‚¬Å“ TSC inathibitisha!","Omosaara bwabarimu baria bakwegera gosomia otumire gochia chisiringi 50,000 korwa omotienyi omotangani,  Ekeombe keria ekenene kia abarimu TSC giaitabire!",General,professor_provided_ekegusii_corpus,"Intern teachers' salary jumps to Ksh 50,000 from January — TSC confirms!","Walimu wa ndani mishahara inaruka hadi Ksh 50,000 kuanzia Januari TSC inathibitisha!","Omosaara bwabarimu baria bakwegera gosomia otumire gochia chisiringi 50,000 korwa omotienyi omotangani, Ekeombe keria ekenene kia abarimu TSC giaitabire!",['TSC'],TRUE,0.039370079,['TSC'],FALSE,12,48,14,50,19,56,"Inter ##n teachers ##Ã ##ƒ ##¢ ##Ã ##¢ "" š ##¬ ##Ã ##¢ "" ž ##¢ salary jump ##s to K ##sh 50 , 000 from January Ã ##ƒ ##¢ ##Ã ##¢ "" š ##¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" TS ##C con ##fir ##ms !","W ##alim ##u wa ndani Ã ##¢ "" š ##¬ ##Ã ##¢ "" ¬ ##Å ##¢ mis ##hah ##ara ina ##ruk ##a hadi K ##sh 50 , 000 ku ##anz ##ia Januari Ã ##¢ "" ¬ ##Ã ##¢ ##â ‚ ¬ ##Å "" TS ##C ina ##thi ##biti ##sha !","Om ##osa ##ara b ##wa ##bari ##mu bar ##ia bak ##wege ##ra go ##som ##ia ot ##umi ##re go ##chia chi ##sir ##ingi 50 , 000 kor ##wa om ##oti ##eny ##i om ##ota ##ngan ##i , Ek ##eo ##mbe ker ##ia ek ##enen ##e ki ##a ab ##ari ##mu TS ##C giai ##tab ##ire !"
3090,Education,"Introduces a real-time, non-intrusive AI system for ASL learning.","Inatanguliza mfumo wa AI wa wakati halisi, usioingilia kati wa kujifunza ASL.",Korenta chisemi chiegepandia chinyia chiranyare gokonya amasomo aaria ase chingongo chinyomo.,General,professor_provided_ekegusii_corpus,"Introduces a real-time, non-intrusive AI system for ASL learning.","Inatanguliza mfumo wa AI wa wakati halisi, usioingilia kati wa kujifunza ASL.",Korenta chisemi chiegepandia chinyia chiranyare gokonya amasomo aaria ase chingongo chinyomo.,[],FALSE,0.012195122,[],FALSE,9,20,12,27,11,32,"Intro ##duce ##s a real - time , non - int ##rus ##ive AI system for AS ##L learning .","Ina ##tang ##uli ##za m ##fum ##o wa AI wa wakati hali ##si , us ##ioi ##ngi ##lia kati wa ku ##ji ##fu ##nza AS ##L .",Kore ##nta chi ##sem ##i chi ##ege ##pan ##dia chi ##nyi ##a chi ##rany ##are go ##kon ##ya ama ##som ##o aa ##ria as ##e chi ##ngo ##ngo chi ##nyo ##mo .
3091,Education,ItÃ¢â‚¬TMs okay to talk! Reduce mental health stigma in schools.,Ni sawa kuzungumza! Kupunguza unyanyapaa wa afya ya akili shuleni.,Mbuya gokwana! Keania ebirengererio biobongo nokweiranana chisukuru.,General,professor_provided_ekegusii_corpus,It€TMs okay to talk! Reduce mental health stigma in schools.,Ni sawa kuzungumza! Kupunguza unyanyapaa wa afya ya akili shuleni.,Mbuya gokwana! Keania ebirengererio biobongo nokweiranana chisukuru.,[],FALSE,0.033333333,[],FALSE,10,23,10,24,7,25,It ##Ã ##¢ ##â ‚ ¬ ##TM ##s oka ##y to talk ! Red ##uce mental health st ##ig ##ma in schools .,Ni saw ##a ku ##zung ##um ##za ! Ku ##pung ##uza un ##yan ##ya ##paa wa af ##ya ya aki ##li shu ##leni .,M ##bu ##ya go ##kwa ##na ! Ke ##ania e ##bire ##ngere ##rio bio ##bong ##o nok ##wei ##rana ##na chi ##su ##kur ##u .
3092,Education,KCSE 2024 results released: Guidelines for remarking and appeals.,Matokeo ya KCSE 2024 yametolewa: Miongozo ya kuashiria na kukata rufaa.,Amairanerio yamatemwa a 2024 asokire: Omoroberio buna amatemwa ayio arairorerwe korigererigwa koreng'ana nogotaisaneka kwarokanete.,General,professor_provided_ekegusii_corpus,KCSE 2024 results released: Guidelines for remarking and appeals.,Matokeo ya KCSE 2024 yametolewa: Miongozo ya kuashiria na kukata rufaa.,Amairanerio yamatemwa a 2024 asokire: Omoroberio buna amatemwa ayio arairorerwe korigererigwa koreng'ana nogotaisaneka kwarokanete.,[],FALSE,0.018018018,[],FALSE,9,17,11,27,14,46,KC ##SE 202 ##4 results released : Guide ##lines for re ##mark ##ing and appeal ##s .,Mato ##ke ##o ya KC ##SE 202 ##4 ya ##met ##ole ##wa : Mio ##ngo ##zo ya ku ##ashi ##ria na ku ##kata ru ##fa ##a .,Ama ##iran ##eri ##o ya ##mate ##m ##wa a 202 ##4 as ##oki ##re : Om ##oro ##beri ##o buna amat ##em ##wa ay ##io ara ##iro ##rer ##we kor ##iger ##eri ##g ##wa kor ##eng ' ana nog ##ota ##isan ##eka kwa ##roka ##nete .
3093,Education,KCSE July series registration opens January 27 and closes February 21.,Usajili wa mfululizo wa KCSE Julai utafunguliwa Januari 27 na kufungwa Februari 21.,Okwerika ase omroberio bwmasomo yamatemwa a'KCSE omotienyi 7 nkoigora ore chitriki 27 omotinyi I nagosieka chitariki 21 chiomotienyi 2.,General,professor_provided_ekegusii_corpus,KCSE July series registration opens January 27 and closes February 21.,Usajili wa mfululizo wa KCSE Julai utafunguliwa Januari 27 na kufungwa Februari 21.,Okwerika ase omroberio bwmasomo yamatemwa a'KCSE omotienyi 7 nkoigora ore chitriki 27 omotinyi I nagosieka chitariki 21 chiomotienyi 2.,['KCSE'],TRUE,0.055045872,['KCSE'],FALSE,11,14,13,26,19,51,KC ##SE July series registration opens January 27 and close ##s February 21 .,Usa ##jil ##i wa m ##ful ##uli ##zo wa KC ##SE Julai ut ##af ##ung ##uli ##wa Januari 27 na ku ##fung ##wa Februari 21 .,Ok ##wer ##ika as ##e om ##ro ##beri ##o b ##wm ##aso ##mo ya ##mate ##m ##wa a ' KC ##SE om ##oti ##eny ##i 7 n ##koi ##gora ore chi ##tri ##ki 27 om ##oti ##nyi I nag ##osi ##eka chi ##tari ##ki 21 chi ##omo ##tien ##yi 2 .
3094,Education,"Kenya is pushing forward with its international labour initiatives by sending 350 seasonal workers to the United Kingdom, despite the recent wave of violent protests that have rocked the former coloni...","Kenya inasonga mbele na mipango yake ya kimataifa ya wafanyikazi kwa kutuma wafanyikazi 350 wa msimu nchini Uingereza, licha ya wimbi la hivi majuzi la maandamano ya vurugu ambayo yametikisa mkoloni wa zamani ...","Kenya negenderete gosuka motwe nemeroberio yaye yobokoreri kimataifa ase ogotoma abakori emeremo 350 bechingaki  gochia United Kingdom, nonya chisegi na amaandamo ase ense eyio...",General,professor_provided_ekegusii_corpus,"Kenya is pushing forward with its international labour initiatives by sending 350 seasonal workers to the United Kingdom, despite the recent wave of violent protests that have rocked the former coloni...","Kenya inasonga mbele na mipango yake ya kimataifa ya wafanyikazi kwa kutuma wafanyikazi 350 wa msimu nchini Uingereza, licha ya wimbi la hivi majuzi la maandamano ya vurugu ambayo yametikisa mkoloni wa zamani ...","Kenya negenderete gosuka motwe nemeroberio yaye yobokoreri kimataifa ase ogotoma abakori emeremo 350 bechingaki gochia United Kingdom, nonya chisegi na amaandamo ase ense eyio...",[],FALSE,0.02027027,[],FALSE,31,39,34,68,24,61,"Kenya is push ##ing forward with its international labour initiatives by sending 350 season ##al workers to the United Kingdom , despite the recent wave of violent protests that have rock ##ed the former col ##oni . . .","Kenya ina ##song ##a m ##bele na mi ##pang ##o yake ya kim ##ata ##ifa ya wa ##fan ##yik ##azi kwa ku ##tum ##a wa ##fan ##yik ##azi 350 wa ms ##imu nchini U ##ingereza , li ##cha ya wi ##mbi la hi ##vi maju ##zi la maand ##aman ##o ya vu ##rug ##u ambayo ya ##meti ##kis ##a mk ##olo ##ni wa zaman ##i . . .","Kenya negen ##dere ##te go ##su ##ka mot ##we nem ##ero ##beri ##o ya ##ye yo ##bok ##ore ##ri kim ##ata ##ifa as ##e og ##oto ##ma ab ##ako ##ri em ##ere ##mo 350 be ##ching ##aki go ##chia United Kingdom , non ##ya chi ##se ##gi na ama ##anda ##mo as ##e ens ##e e ##yi ##o . . ."
3095,Education,Kenya Kwanza prioritizes universal access to education.,Kenya Kwanza inatoa kipaumbele kwa upatikanaji wa elimu kwa wote.,Eserikari ya Kenya Kwanza yarure ribaga ria amasomo ase abana bonsi.,General,professor_provided_ekegusii_corpus,Kenya Kwanza prioritizes universal access to education.,Kenya Kwanza inatoa kipaumbele kwa upatikanaji wa elimu kwa wote.,Eserikari ya Kenya Kwanza yarure ribaga ria amasomo ase abana bonsi.,[],FALSE,0.052631579,[],FALSE,7,11,10,21,11,24,Kenya Kwa ##nza prior ##iti ##zes universal access to education .,Kenya Kwa ##nza ina ##toa ki ##pa ##um ##bele kwa up ##atik ##ana ##ji wa eli ##mu kwa wo ##te .,Ese ##rika ##ri ya Kenya Kwa ##nza ya ##ru ##re riba ##ga ri ##a ama ##som ##o as ##e ab ##ana bons ##i .
3096,Education,Kenya National Archives and Documentation Service digitizes educational records for easier access.,Kumbukumbu za Kitaifa za Kenya na Huduma ya Hati huweka rekodi za elimu kidigitali kwa urahisi zaidi.,Kenya National Archives and Documentation Service yachakire omoroberio bwogoonchoreria amasomo ebitabi gochia egedichitari erio kwororobia goikera amasomo.,General,professor_provided_ekegusii_corpus,Kenya National Archives and Documentation Service digitizes educational records for easier access.,Kumbukumbu za Kitaifa za Kenya na Huduma ya Hati huweka rekodi za elimu kidigitali kwa urahisi zaidi.,Kenya National Archives and Documentation Service yachakire omoroberio bwogoonchoreria amasomo ebitabi gochia egedichitari erio kwororobia goikera amasomo.,[],FALSE,0.036231884,[],FALSE,12,16,17,35,17,46,Kenya National Archives and Document ##ation Service dig ##iti ##zes educational records for easier access .,Ku ##mbu ##kum ##bu za Kita ##ifa za Kenya na Hu ##dum ##a ya Hat ##i hu ##we ##ka re ##kod ##i za eli ##mu ki ##dig ##ital ##i kwa ura ##his ##i zaidi .,Kenya National Archives and Document ##ation Service ya ##cha ##kir ##e om ##oro ##beri ##o b ##wo ##go ##on ##chor ##eria ama ##som ##o e ##bita ##bi go ##chia e ##ged ##ichi ##tari eri ##o k ##wo ##ror ##obia go ##iker ##a ama ##som ##o .
3097,Education,Kenya National Examinations Council publishes the report of pilot evaluation for new e-assessment tools.,Baraza la Kitaifa la Mitihani la Kenya huchapisha ripoti ya tathmini ya majaribio ya zana mpya za tathmini ya kielektroniki.,Ekembe keria ekenene getenerete amatemwa (KNEC) nkorika kere eripoti yebirengo korwa abana bake batemirwe  korora buna ebokoreri ebio bigokora emeremo,General,professor_provided_ekegusii_corpus,Kenya National Examinations Council publishes the report of pilot evaluation for new e-assessment tools.,Baraza la Kitaifa la Mitihani la Kenya huchapisha ripoti ya tathmini ya majaribio ya zana mpya za tathmini ya kielektroniki.,Ekembe keria ekenene getenerete amatemwa (KNEC) nkorika kere eripoti yebirengo korwa abana bake batemirwe korora buna ebokoreri ebio bigokora emeremo,['KNEC'],TRUE,0.0390625,['KNEC'],FALSE,14,20,20,40,20,55,Kenya National Ex ##ami ##nations Council publish ##es the report of pilot evaluation for new e - assessment tools .,Bara ##za la Kita ##ifa la Mit ##ihan ##i la Kenya hu ##chap ##isha ri ##pot ##i ya tat ##hmi ##ni ya maja ##rib ##io ya za ##na m ##pya za tat ##hmi ##ni ya ki ##elek ##tron ##iki .,Ek ##em ##be ker ##ia ek ##enen ##e get ##ener ##ete amat ##em ##wa ( K ##NE ##C ) n ##kori ##ka ker ##e eri ##pot ##i ye ##bire ##ngo kor ##wa ab ##ana bak ##e bat ##emi ##r ##we kor ##ora buna e ##bok ##ore ##ri e ##bio big ##oko ##ra em ##ere ##mo
3098,Education,Kenya National Examinations Council starts collecting public feedback on the e-assessment system pilot phase.,Baraza la Kitaifa la Mitihani la Kenya linaanza kukusanya maoni ya umma kuhusu awamu ya majaribio ya mfumo wa tathmini ya mtandaoni.,Ekembe keria ekenene getenerete amatemwa (KNEC) gichakire gorigia komanya buna abanto bari baikeretwe bakogeteba igoro  yebikoreri biegechiditari bikorena amatemwa abana.,General,professor_provided_ekegusii_corpus,Kenya National Examinations Council starts collecting public feedback on the e-assessment system pilot phase.,Baraza la Kitaifa la Mitihani la Kenya linaanza kukusanya maoni ya umma kuhusu awamu ya majaribio ya mfumo wa tathmini ya mtandaoni.,Ekembe keria ekenene getenerete amatemwa (KNEC) gichakire gorigia komanya buna abanto bari baikeretwe bakogeteba igoro yebikoreri biegechiditari bikorena amatemwa abana.,['KNEC'],TRUE,0.034013605,['KNEC'],FALSE,14,19,22,43,20,59,Kenya National Ex ##ami ##nations Council starts collecting public feedback on the e - assessment system pilot phase .,Bara ##za la Kita ##ifa la Mit ##ihan ##i la Kenya li ##naan ##za ku ##kus ##anya mao ##ni ya um ##ma kuhusu awam ##u ya maja ##rib ##io ya m ##fum ##o wa tat ##hmi ##ni ya m ##tand ##ao ##ni .,Ek ##em ##be ker ##ia ek ##enen ##e get ##ener ##ete amat ##em ##wa ( K ##NE ##C ) gi ##cha ##kir ##e go ##rig ##ia koma ##nya buna ab ##anto bar ##i baik ##eret ##we bak ##oge ##te ##ba ig ##oro ye ##bik ##ore ##ri bieg ##ech ##idit ##ari bi ##kor ##ena amat ##em ##wa ab ##ana .
3099,Education,Kenya rebranded CBC to CBE to expand focus beyond curriculum into infrastructure and school systems.,Kenya ilibadilisha jina la CBC kuwa CBE ili kupanua mwelekeo zaidi ya mtaala hadi katika miundombinu na mifumo ya shule.,Kenya yakorire amaonchorerio yechisemi chiria chirengete okwenyara kwomwana nechisemi chiokwegendereria (CBC) to CBE koigora ebirengererio  motwe korora ng' amaagacho nobotenereri boigo biakeraniigwe.,General,professor_provided_ekegusii_corpus,Kenya rebranded CBC to CBE to expand focus beyond curriculum into infrastructure and school systems.,Kenya ilibadilisha jina la CBC kuwa CBE ili kupanua mwelekeo zaidi ya mtaala hadi katika miundombinu na mifumo ya shule.,Kenya yakorire amaonchorerio yechisemi chiria chirengete okwenyara kwomwana nechisemi chiokwegendereria (CBC) to CBE koigora ebirengererio motwe korora ng' amaagacho nobotenereri boigo biakeraniigwe.,"['CBC', 'CBE']",TRUE,0.040229885,"['CBC', 'CBE']",FALSE,15,18,20,37,22,66,Kenya re ##brand ##ed CBC to CBE to expand focus beyond curriculum into infrastructure and school systems .,Kenya ili ##bad ##ilis ##ha jina la CBC kuwa CBE ili kupa ##nu ##a m ##wel ##eke ##o zaidi ya m ##taa ##la hadi katika mi ##undo ##mbi ##nu na mi ##fum ##o ya shu ##le .,Kenya ya ##kori ##re ama ##on ##chor ##eri ##o ye ##chis ##emi chi ##ria chi ##reng ##ete ok ##wen ##yar ##a k ##wo ##m ##wana ne ##chis ##emi chi ##ok ##wegen ##dere ##ria ( CBC ) to CBE ko ##igo ##ra e ##bire ##ngere ##rio mot ##we kor ##ora ng ' ama ##aga ##cho no ##bot ##ener ##eri bo ##igo bi ##aker ##anii ##g ##we .
3100,Education,"Kenyans quarantined in Kenyatta University, Jomo Kenyatta University of Agriculture and Technology (JKUA), KMTC (Kanu Hostel), KMTC (MG Hostel) and Kenya Water Institute will have to endure another 14...","Wakenya waliowekwa karantini katika Chuo Kikuu cha Kenyatta, Chuo Kikuu cha Kilimo na Teknolojia cha Jomo Kenyatta (JKUA), KMTC (Hosteli ya Kanu), KMTC (Hosteli ya MG) na Taasisi ya Maji ya Kenya watalazimika kustahimili matukio mengine 14...","Ogotara kwqbana beyunifasiti gwakeaniigwe ase chiyunifasiti chia Kenyatta University, Jomo Kenyatta University of Agriculture and Technology (JKUA), KMTC (Kanu Hostel), KMTC (MG Hostel) na Kenya Water Institute abwo baratigare koremereria naende 14...",General,professor_provided_ekegusii_corpus,"Kenyans quarantined in Kenyatta University, Jomo Kenyatta University of Agriculture and Technology (JKUA), KMTC (Kanu Hostel), KMTC (MG Hostel) and Kenya Water Institute will have to endure another 14...","Wakenya waliowekwa karantini katika Chuo Kikuu cha Kenyatta, Chuo Kikuu cha Kilimo na Teknolojia cha Jomo Kenyatta (JKUA), KMTC (Hosteli ya Kanu), KMTC (Hosteli ya MG) na Taasisi ya Maji ya Kenya watalazimika kustahimili matukio mengine 14...","Ogotara kwqbana beyunifasiti gwakeaniigwe ase chiyunifasiti chia Kenyatta University, Jomo Kenyatta University of Agriculture and Technology (JKUA), KMTC (Kanu Hostel), KMTC (MG Hostel) na Kenya Water Institute abwo baratigare koremereria naende 14...","['JKUA', 'KMTC', 'KMTC', 'MG']",TRUE,0.13592233,"['JKUA', 'KMTC', 'KMTC', 'MG']",FALSE,29,55,37,85,32,80,"Kenya ##ns qua ##ranti ##ned in Kenya ##tta University , Jo ##mo Kenya ##tta University of Agriculture and Technology ( JK ##U ##A ) , KM ##TC ( Kan ##u Host ##el ) , KM ##TC ( MG Host ##el ) and Kenya Water Institute will have to end ##ure another 14 . . .","Wake ##nya wa ##lio ##we ##kwa kara ##nti ##ni katika Chu ##o Ki ##kuu cha Kenya ##tta , Chu ##o Ki ##kuu cha Ki ##lim ##o na Tek ##nol ##oji ##a cha Jo ##mo Kenya ##tta ( JK ##U ##A ) , KM ##TC ( Host ##eli ya Kan ##u ) , KM ##TC ( Host ##eli ya MG ) na Ta ##asis ##i ya Maji ya Kenya wat ##ala ##zim ##ika kust ##ahi ##mil ##i mat ##uki ##o men ##gine 14 . . .","Og ##ota ##ra k ##w ##q ##bana be ##yu ##ni ##fasi ##ti g ##wak ##ean ##ii ##g ##we as ##e chi ##yu ##ni ##fasi ##ti chia Kenya ##tta University , Jo ##mo Kenya ##tta University of Agriculture and Technology ( JK ##U ##A ) , KM ##TC ( Kan ##u Host ##el ) , KM ##TC ( MG Host ##el ) na Kenya Water Institute ab ##wo barat ##iga ##re kor ##eme ##rer ##ia na ##ende 14 . . ."
3101,Education,Kiambu National Polytechnic launches modern farming techniques training program.,Kiambu National Polytechnic yazindua mpango wa mafunzo ya mbinu za kisasa za kilimo.,Kiambu National Polytechnic yachakire emeroberio bwokwegeria igoro yoboremi bwa obono.,General,professor_provided_ekegusii_corpus,Kiambu National Polytechnic launches modern farming techniques training program.,Kiambu National Polytechnic yazindua mpango wa mafunzo ya mbinu za kisasa za kilimo.,Kiambu National Polytechnic yachakire emeroberio bwokwegeria igoro yoboremi bwa obono.,[],FALSE,0.039473684,[],FALSE,9,13,13,26,10,28,Ki ##am ##bu National Polytechnic launch ##es modern farming techniques training program .,Ki ##am ##bu National Polytechnic ya ##zin ##dua m ##pang ##o wa ma ##fu ##nzo ya mbi ##nu za kis ##asa za ki ##lim ##o .,Ki ##am ##bu National Polytechnic ya ##cha ##kir ##e em ##ero ##beri ##o b ##wo ##k ##wege ##ria ig ##oro yo ##bore ##mi b ##wa ob ##ono .
