PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source,Somali
5165,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the National Agricultural and Rural Inclusive Growth Project (NARIGP) supporting farmer groups, and the Kenya Climate-Smart Agriculture Project (KCSAP) promoting drought-resilient farming.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa NARIGP unaosaidia vikundi vya wakulima, na mradi wa KCSAP unaohamasisha kilimo kinachostahimili ukame.","Jo ot iparo kuom chenro adek ma dhi nyime: ndiko nying’ jopur e chenro mar ng’eyo weche mag pur (KIAMIS), chenro mar dongruok mar piny mangima (NARIGP) ma konyo grup mag jopur, kod chenro mar pur ma rito piny (KCSAP) ma konyo e geng’o oro.",a02+a05+a06,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafan ee Kenya (KIAMIS), Mashruuca Kobaca Beeraha ee Qaranka iyo Miyiga (NARIGP) ee taageeraya kooxaha beeralayda, iyo Mashruuca Beeraha Cimilada-Smart ee Kenya (KCSAP) oo kor u qaadaya beerashada u adkeysanaysa abaarta."
5166,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the National Agricultural and Rural Inclusive Growth Project (NARIGP) supporting farmer groups, and grain storage through the Warehouse Receipt System to reduce post-harvest losses.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa NARIGP unaosaidia vikundi vya wakulima, na uhifadhi wa nafaka kupitia mfumo wa Warehouse Receipt kupunguza upotevu baada ya mavuno.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying jopur e chenro mar weche pur mag Kenya (KIAMIS), chenro mar dongruok mar pur kod gwenge (NARIGP) ma konyo grube mag jopur, kod kano cham kokalo kuom chenro mar yudo cham e kar keno mondo ogeng' ketruok bang' keno.",a02+a05+a07,grounded_generated,"Qoysaska waxa la xasuusinayaa saddex barnaamij oo socda: Diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maaraynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Mashruuca Kobaca Beeraha ee Qaranka iyo Reer Miyiga (NARIGP) ee taageeraya kooxaha beeralayda, iyo kaydinta hadhuudhka iyada oo loo marayo Habka Kaydka Bakhaarka si loo yareeyo khasaaraha goosashada ka dib."
5167,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the National Agricultural and Rural Inclusive Growth Project (NARIGP) supporting farmer groups, and the Coffee Cherry Advance Revolving Fund supporting coffee farmers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa NARIGP unaosaidia vikundi vya wakulima, na Mfuko wa Coffee Cherry Advance unaosaidia wakulima wa kahawa.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur (KIAMIS), chenro mar dongruok mar pur kod gwenge (NARIGP) ma konyo grube mag jopur, kod pesa ma konyo jopur mag kahawa.",a02+a05+a08,grounded_generated,"Qoysaska waxa la xasuusinayaa saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maaraynta Beeraha Isku-dhafan ee Kenya (KIAMIS), Mashruuca Kobaca Beeraha ee Qaranka iyo Reer Miyiga (NARIGP) ee taageeraya kooxaha beeralayda, iyo Sanduuqa Horumarinta Horumarinta Kafeega ee taageeraya beeralayda kafeega."
5168,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the National Agricultural and Rural Inclusive Growth Project (NARIGP) supporting farmer groups, and county agricultural extension offices offering free soil testing advice.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa NARIGP unaosaidia vikundi vya wakulima, na ofisi za ugani za kilimo za kaunti zinazotoa ushauri wa bure wa upimaji wa udongo.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e chenro mar ng’eyo weche mag pur e piny Kenya (KIAMIS), chenro mar dongruok mar pur kod gwenge (NARIGP) ma konyo grube mag jopur, kod apis mag dongo pur mag kaunti ma chiwo paro ma nono mar timo pim mar lowo.",a02+a05+a09,grounded_generated,"Qoysaska waxa la xasuusinayaa saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maaraynta Beeraha Isku-dhafan ee Kenya (KIAMIS), Mashruuca Kobaca Beeraha ee Qaranka iyo Reer Miyiga (NARIGP) ee taageeraya kooxaha beeralayda, iyo xafiisyada fidinta beeraha ee gobolka oo bixiya talo baadhis ciidda lacag la'aan ah."
5169,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the National Agricultural and Rural Inclusive Growth Project (NARIGP) supporting farmer groups, and surveillance and reporting of fall armyworm outbreaks to agricultural officers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa NARIGP unaosaidia vikundi vya wakulima, na ufuatiliaji na uripoti wa milipuko ya funza jeshi kwa maafisa wa kilimo.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur (KIAMIS), chenro mar dongruok mar pur kod gwenge (NARIGP) ma konyo grube mag jopur, kod luwo kod chiwo ripot mar tuoche mag ng’ado bura ne apisas mag pur.",a02+a05+a10,grounded_generated,"Qoysaska waxa la xasuusinayaa saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maaraynta Beeraha ee Isku-dhafan ee Kenya (KIAMIS), Mashruuca Kobaca Beeraha ee Qaranka iyo Reer Miyiga (NARIGP) ee taageeraya kooxaha beeralayda, iyo ilaalinta iyo ka warbixinta dildilaaca ciidanka beeraha saraakiisha beeraha."
5170,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the National Agricultural and Rural Inclusive Growth Project (NARIGP) supporting farmer groups, and the National Cereals and Produce Board's grain purchase programme for maize farmers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa NARIGP unaosaidia vikundi vya wakulima, na mpango wa NCPB wa ununuzi wa nafaka kwa wakulima wa mahindi.","Jo ot iparo chenro adek madhi nyime: ndiko nying jopur e sistem mar weche pur mag piny Kenya (KIAMIS), chenro mar dongruok mar pur kod gwenge ma okonyo grube mag jopur, kod chenro mar nyieo cham mag pinyno ne jopur mag cham.",a02+a05+a11,grounded_generated,"Qoysaska waxa la xasuusinayaa saddex barnaamij oo socda: Diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maaraynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Mashruuca Kobaca Beeraha ee Qaranka iyo Reer Miyiga (NARIGP) ee taageeraya kooxaha beeralayda, iyo barnaamijka soo-iibsiga hadhuudhka ee Guddiga Wax-soo-saarka Qaranka ee beeralayda galleyda."
5171,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the National Agricultural and Rural Inclusive Growth Project (NARIGP) supporting farmer groups, and livestock insurance schemes protecting pastoralist households against drought losses.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa NARIGP unaosaidia vikundi vya wakulima, na mipango ya bima ya mifugo inayolinda kaya za wafugaji dhidi ya hasara za ukame.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar weche pur mag piny Kenya (KIAMIS), chenro mar dongruok mar pur kod gwenge (NARIGP) ma konyo grube mag jopur, kod chenro mag insurans mar le ma rito jodak mag le mondo kik giyud keth mag oro.",a02+a05+a12,grounded_generated,"Qoysaska waxa la xasuusinayaa saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maaraynta Beeraha Isku-dhafan ee Kenya (KIAMIS), Mashruuca Kobaca Beeraha ee Qaranka iyo Miyiga (NARIGP) ee taageeraya kooxaha beeralayda, iyo qorshayaasha caymiska xoolaha oo ka ilaalinaya qoysaska xoolo-dhaqatada ah khasaaraha abaarta."
5172,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Kenya Climate-Smart Agriculture Project (KCSAP) promoting drought-resilient farming, and grain storage through the Warehouse Receipt System to reduce post-harvest losses.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa KCSAP unaohamasisha kilimo kinachostahimili ukame, na uhifadhi wa nafaka kupitia mfumo wa Warehouse Receipt kupunguza upotevu baada ya mavuno.","Jo ot iparo kuom chenro adek ma dhi nyime: ndiko nying’ jopur e chenro mar ng’eyo weche mag pur (KIAMIS), chenro mar pur ma rito piny (KCSAP) ma konyo pur ma nyalo geng’o oro, kod kano cham kokalo kuom chenro mar yudo cham e kar keno mondo ogeng’ losse bang’ keno.",a02+a06+a07,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Mashruuca Beeraha ee Cimilada-Smart ee Kenya (KCSAP) oo kor u qaadaya beerashada abaarta u adkeysata, iyo kaydinta hadhuudhka iyada oo loo marayo Nidaamka Kaydka Kaydka Bakhaarka si loo yareeyo khasaaraha goosashada ka dib."
5173,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Kenya Climate-Smart Agriculture Project (KCSAP) promoting drought-resilient farming, and the Coffee Cherry Advance Revolving Fund supporting coffee farmers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa KCSAP unaohamasisha kilimo kinachostahimili ukame, na Mfuko wa Coffee Cherry Advance unaosaidia wakulima wa kahawa.","Jo ot iparo kuom chenro adek ma dhi nyime: ndiko nying jopur e sistem mar weche mag pur mag piny Kenya (KIAMIS), chenro mar pur ma luwo yamo (KCSAP) ma konyo pur ma nyalo geng’o oro, kod pesa ma konyo jopur mag kahawa.",a02+a06+a08,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Mashruuca Beeraha ee Cimilada-Smart ee Kenya (KCSAP) oo kor u qaadaya beerashada abaarta u adkeysanaysa, iyo Sanduuqa Horumarinta Horumarinta Kafeega ee taageeraya beeralayda kafeega."
5174,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Kenya Climate-Smart Agriculture Project (KCSAP) promoting drought-resilient farming, and county agricultural extension offices offering free soil testing advice.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa KCSAP unaohamasisha kilimo kinachostahimili ukame, na ofisi za ugani za kilimo za kaunti zinazotoa ushauri wa bure wa upimaji wa udongo.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag Kenya (KIAMIS), chenro mar pur ma rito piny (KCSAP) ma konyo pur ma nyalo geng’o oro, kod apis mag dongo pur mag kaunti ma chiwo paro ma nono mag temo lowo.",a02+a06+a09,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Mashruuca Beeraha ee Cimilada-Smart ee Kenya (KCSAP) oo kor u qaadaya beerashada abaarta u adkeysata, iyo xafiisyada fidinta beeraha ee gobolka oo bixiya talooyinka baaritaanka ciidda lacag la'aan ah."
5175,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Kenya Climate-Smart Agriculture Project (KCSAP) promoting drought-resilient farming, and surveillance and reporting of fall armyworm outbreaks to agricultural officers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa KCSAP unaohamasisha kilimo kinachostahimili ukame, na ufuatiliaji na uripoti wa milipuko ya funza jeshi kwa maafisa wa kilimo.","Jo ot iparo kuom chenro adek ma dhi nyime: ndiko nying’ jopur e chenro mar ng’eyo weche mag pur (KIAMIS), chenro mar pur ma rito piny (KCSAP) ma konyo pur ma nyalo geng’o oro, kod ng’iyo kendo chiwo ripot kuom tuoche mag ng’ado bura ma ng’ato nyalo ng’ado ne jopur.",a02+a06+a10,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Mashruuca Beeraha ee Cimilada-Smart ee Kenya (KCSAP) oo kor u qaadaya beerashada abaarta u adkeysata, iyo kormeerka iyo ka warbixinta saraakiisha beeraha ee dillaaca dayrta."
5176,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Kenya Climate-Smart Agriculture Project (KCSAP) promoting drought-resilient farming, and the National Cereals and Produce Board's grain purchase programme for maize farmers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa KCSAP unaohamasisha kilimo kinachostahimili ukame, na mpango wa NCPB wa ununuzi wa nafaka kwa wakulima wa mahindi.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag Kenya (KIAMIS), chenro mar pur ma rito piny (KCSAP) ma konyo pur ma nyalo geng’o oro, kod chenro mar nyiewo cham mag cham mag pinyno.",a02+a06+a11,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Mashruuca Beeraha ee Cimilada-Smart ee Kenya (KCSAP) oo kor u qaadaya beerashada abaarta u adkeysata, iyo barnaamijka soo-iibsiga hadhuudhka ee guddiga wax-soosaarka dalagga ee beeralayda galleyda."
5177,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Kenya Climate-Smart Agriculture Project (KCSAP) promoting drought-resilient farming, and livestock insurance schemes protecting pastoralist households against drought losses.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, mradi wa KCSAP unaohamasisha kilimo kinachostahimili ukame, na mipango ya bima ya mifugo inayolinda kaya za wafugaji dhidi ya hasara za ukame.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag Kenya (KIAMIS), chenro mar pur ma rito piny (KCSAP) ma konyo pur ma nyalo geng’o oro, kod chenro mag insurans mar le ma rito udi mag jokwath mondo kik giyud oro.",a02+a06+a12,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Mashruuca Beeraha ee Cimilada-Smart ee Kenya (KCSAP) oo kor u qaadaya beerashada abaarta u adkaysanaysa, iyo qorshayaasha caymiska xoolaha oo ka ilaalinaya qoysaska xoolo-dhaqatada ah khasaaraha abaarta."
5178,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), grain storage through the Warehouse Receipt System to reduce post-harvest losses, and the Coffee Cherry Advance Revolving Fund supporting coffee farmers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, uhifadhi wa nafaka kupitia mfumo wa Warehouse Receipt kupunguza upotevu baada ya mavuno, na Mfuko wa Coffee Cherry Advance unaosaidia wakulima wa kahawa.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag Kenya (KIAMIS), kano cham kokalo kuom sistem mar yudo cham e dero mondo odwoko piny lalruok bang’ keyo, kod pesa ma konyo jopur mag kahawa.",a02+a07+a08,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), kaydinta hadhuudhka iyada oo loo marayo Nidaamka Qaadashada Bakhaarka si loo yareeyo khasaaraha goosashada ka dib, iyo Sanduuqa Horumarinta Horumarinta Kafeega ee taageeraya beeralayda kafeega."
5179,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), grain storage through the Warehouse Receipt System to reduce post-harvest losses, and county agricultural extension offices offering free soil testing advice.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, uhifadhi wa nafaka kupitia mfumo wa Warehouse Receipt kupunguza upotevu baada ya mavuno, na ofisi za ugani za kilimo za kaunti zinazotoa ushauri wa bure wa upimaji wa udongo.","Jodak iparo kuom chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag piny Kenya (KIAMIS), kano cham kokalo kuom sistem mar yudo cham mondo ogeng’ gik ma nyalo kethore bang’ ng’ado cham, kod apis mag pur mag kaunti ma chiwo paro ma nono mag temo lowo.",a02+a07+a09,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), kaydinta hadhuudhka iyada oo loo marayo Nidaamka Qaadashada Bakhaarka si loo yareeyo khasaaraha goosashada ka dib, iyo xafiisyada fidinta beeraha ee gobolka oo bixiya talooyinka baaritaanka ciidda lacag la'aan ah."
5180,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), grain storage through the Warehouse Receipt System to reduce post-harvest losses, and surveillance and reporting of fall armyworm outbreaks to agricultural officers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, uhifadhi wa nafaka kupitia mfumo wa Warehouse Receipt kupunguza upotevu baada ya mavuno, na ufuatiliaji na uripoti wa milipuko ya funza jeshi kwa maafisa wa kilimo.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag piny Kenya (KIAMIS), kano cham kokalo kuom sistem mar yudo cham mondo odwoko piny lalruok bang’ keyo, kod ng’iyo kendo chiwo ripot mar tuoche mag ng’ado cham ma ng’ato nyalo ng’ado ne apisas mag pur.",a02+a07+a10,grounded_generated,"Qoysaska waxa la xasuusinayaa saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maaraynta Beeraha ee Isku-dhafan ee Kenya (KIAMIS), kaydinta hadhuudhka iyada oo loo marayo Nidaamka Kaydka Bakhaarka si loo yareeyo khasaaraha goosashada ka dib, iyo ilaalinta iyo ka warbixinta faafitaanka gooryaanka ciidanka beeraha saraakiisha beeraha."
5181,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), grain storage through the Warehouse Receipt System to reduce post-harvest losses, and the National Cereals and Produce Board's grain purchase programme for maize farmers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, uhifadhi wa nafaka kupitia mfumo wa Warehouse Receipt kupunguza upotevu baada ya mavuno, na mpango wa NCPB wa ununuzi wa nafaka kwa wakulima wa mahindi.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag piny Kenya (KIAMIS), kano cham kokalo kuom sistem mar yudo cham mondo ogeng’ lalruok bang’ keyo, kod chenro mar nyieo cham mag pinyno ne jopur mag cham.",a02+a07+a11,grounded_generated,"Qoysaska waxa la xasuusinayaa saddex barnaamij oo socda: Diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), kaydinta hadhuudhka iyada oo loo marayo Nidaamka Qaadashada Bakhaarka si loo yareeyo khasaaraha goosashada ka dib, iyo barnaamijka Golaha Dalagga iyo Wax-soo-saarka ee iibka hadhuudhka ee beeralayda galleyda."
5182,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), grain storage through the Warehouse Receipt System to reduce post-harvest losses, and livestock insurance schemes protecting pastoralist households against drought losses.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, uhifadhi wa nafaka kupitia mfumo wa Warehouse Receipt kupunguza upotevu baada ya mavuno, na mipango ya bima ya mifugo inayolinda kaya za wafugaji dhidi ya hasara za ukame.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag Kenya (KIAMIS), kano cham kokalo kuom sistem mar yudo cham mondo ogeng’ ketho bang’ keyo, kod chenro mag insurans mar le ma rito jodak ma nigi le mondo kik oyud ketho mag oro.",a02+a07+a12,grounded_generated,"Qoysaska waxa la xasuusinayaa saddex barnaamij oo socda: Diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maaraynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), kaydinta hadhuudhka iyada oo loo marayo Habka Kaydka Warehouse si loo yareeyo khasaaraha ka dambeeya goosashada, iyo qorshayaasha caymiska xoolaha oo ka ilaalinaya qoysaska xoolo-dhaqatada ah khasaaraha abaarta."
5183,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Coffee Cherry Advance Revolving Fund supporting coffee farmers, and county agricultural extension offices offering free soil testing advice.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, Mfuko wa Coffee Cherry Advance unaosaidia wakulima wa kahawa, na ofisi za ugani za kilimo za kaunti zinazotoa ushauri wa bure wa upimaji wa udongo.","Jodak iparo kuom chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag Kenya (KIAMIS), pesa ma konyo jopur mag kahawa, kod apis mag pur mag kaunti ma chiwo paro ma nono mag temo lowo.",a02+a08+a09,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafan ee Kenya (KIAMIS), Sanduuqa Horumarinta Kafeega ee Horumarinta Kafeega ee taageeraya beeralayda kafeega, iyo xafiisyada fidinta beeraha ee gobolka oo bixiya talo baaris ciid bilaash ah."
5184,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Coffee Cherry Advance Revolving Fund supporting coffee farmers, and surveillance and reporting of fall armyworm outbreaks to agricultural officers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, Mfuko wa Coffee Cherry Advance unaosaidia wakulima wa kahawa, na ufuatiliaji na uripoti wa milipuko ya funza jeshi kwa maafisa wa kilimo.","Jo ot iparo kuom chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag piny Kenya (KIAMIS), pesa ma konyo jopur mag kahawa, kod luwo kendo chiwo ripot kuom tuoche mag ng’ado bura ne apisas mag pur.",a02+a08+a10,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Sanduuqa Horumarinta Kafeega ee Horumarinta Kafeega ee taageeraya beeralayda kafeega, iyo kormeerka iyo ka warbixinta faafitaanka gooryaan ciidan ee saraakiisha beeraha."
5185,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Coffee Cherry Advance Revolving Fund supporting coffee farmers, and the National Cereals and Produce Board's grain purchase programme for maize farmers.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, Mfuko wa Coffee Cherry Advance unaosaidia wakulima wa kahawa, na mpango wa NCPB wa ununuzi wa nafaka kwa wakulima wa mahindi.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying jopur e chenro mar weche mag pur mag Kenya (KIAMIS), pesa ma konyo jopur mag kahawa, kod chenro mar nyieo cham mag cham mag pinyno ne jopur mag cham.",a02+a08+a11,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafan ee Kenya (KIAMIS), Sanduuqa Horumarinta Kafeega ee Horumarinta Kafeega ee taageeraya beeralayda kafeega, iyo barnaamijka Guddiga Soo-saarka badarka ee beeralayda galleyda."
5186,Agriculture,General,"Households are reminded of three ongoing programmes: farmer registration on the Kenya Integrated Agricultural Management Information System (KIAMIS), the Coffee Cherry Advance Revolving Fund supporting coffee farmers, and livestock insurance schemes protecting pastoralist households against drought losses.","Kaya zinakumbushwa kuhusu mipango mitatu inayoendelea: usajili wa wakulima kwenye mfumo wa KIAMIS, Mfuko wa Coffee Cherry Advance unaosaidia wakulima wa kahawa, na mipango ya bima ya mifugo inayolinda kaya za wafugaji dhidi ya hasara za ukame.","Jo ot iparo chenro adek ma dhi nyime: ndiko nying’ jopur e sistem mar ng’eyo weche mag pur mag Kenya (KIAMIS), pesa ma konyo jopur mag kahawa, kod chenro mag insurans mar le ma rito jodak ma nigi le mondo kik giyud ketho mag oro.",a02+a08+a12,grounded_generated,"Qoysaska waxaa la xasuusiyay saddex barnaamij oo socda: diiwaangelinta beeralayda ee Nidaamka Macluumaadka Maareynta Beeraha Isku-dhafka ah ee Kenya (KIAMIS), Sanduuqa Horumarinta Kafeega ee Horumarinta Kafeega, iyo qorshayaasha caymiska xoolaha ee ka ilaalinaya qoysaska xoolo-dhaqatada ah khasaaraha abaarta."
