PSA_Id,Domain,Class,English,Kiswahili,Dholuo
4822,Education,General,The textbook subsidy programme now covers learners at vocational training college facing financial hardship.,mpango wa ruzuku ya vitabu sasa inahusisha wanafunzi katika chuo cha mafunzo ya ufundi wanaokabiliwa na ugumu wa kifedha.,Program mar chiwo kony mar buge mag somo sani oriwo jopuonjre ma ni e kolej mar puonjruok mar tich ma yudo pek mag pesa.
4823,Education,General,Teachers recommend combining regular homework review with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya kupitia kazi za nyumbani mara kwa mara na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj golo paro ni mondo oriw somo mar tije mag ot pile ka pile kod chopo e chokruoge pile ka pile mondo ilos bedo maonge gi gige somo.
4824,Education,General,Teachers recommend combining asking questions in class with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj ogolo paro ni mondo oriw penjo e klas kod bedo e klas kinde ka kinde mondo ilos ywak mar nyithind skul.
4825,Education,General,Attend the school meeting to discuss the new school calendar for this term.,Hudhuria mkutano wa shule kujadili kalenda mpya ya shule kwa muhula huu.,Chopo e chokruok mar skul mondo uler kalenda manyien mar skul mar term ni.
4826,Education,General,Teachers recommend combining responsible internet use with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya matumizi ya kuwajibika ya intaneti na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj golo paro ni mondo oriw tiyo kod mbui maber kod bedo e chokruoge kinde ka kinde mondo ilos bedo maonge gi gige somo.
4827,Education,General,Teachers recommend combining responsible internet use with regular attendance to address exam malpractice.,Walimu wanapendekeza kuchanganya matumizi ya kuwajibika ya intaneti na mahudhurio ya mara kwa mara kushughulikia udanganyifu wa mtihani.,Jopuonj golo paro ni mondo oriw kanyakla tiyo kod mbui mowinjore kod bedo e chokruoge kinde ka kinde mar geng'o tim marach mag penj.
4828,Education,General,Any case of overcrowded classrooms should be reported through the official school channel.,Kesi yoyote ya madarasa yenye msongamano inapaswa kuripotiwa kupitia njia rasmi ya shule.,Kaso moro amora mar klas ma opong’ ahinya owinjore ondiki kokalo kuom chanel mar skul ma owinjore.
4829,Education,General,Encourage your child to practice asking questions in class to improve their learning.,Mhamasishe mtoto wako kufanya kuuliza maswali darasani ili kuboresha ujifunzaji wake.,Jiw nyathini mondo opuonjre penjo penjo e klas mondo omed somo maber.
4830,Education,General,Any case of bullying should be reported through the official school channel.,Kesi yoyote ya unyanyasaji inapaswa kuripotiwa kupitia njia rasmi ya shule.,Kes moro amora mar ng’anjo onego ondiki kokalo kuom chanel mar skul ma owinjore.
4831,Education,General,Apply for the digital learning devices programme to help with your child's school fees.,Omba mpango wa vifaa vya kujifunzia vya kidijitali kusaidia ada ya shule ya mtoto wako.,Kwayo program mar gige somo mag dijital mondo okonyi chulo skul mar nyathini.
4832,Education,General,"As part of improving Grade 6, parents are asked to support active class participation at home.","Kama sehemu ya kuboresha darasa la sita, wazazi wanaombwa kusaidia kushiriki kikamilifu darasani nyumbani.","Kaka achiel kuom yore mag bero Kilasi mar 6, ikwayo jonyuol mondo ochung’ ne puonjruok ma ng’ato timo e klas e ot."
4833,Education,General,"As part of improving day secondary school, parents are asked to support peer study groups at home.","Kama sehemu ya kuboresha shule ya upili ya kutwa, wazazi wanaombwa kusaidia vikundi vya wenzao vya kusoma nyumbani.","Kaka achiel kuom yore mag bero skul mar sekondari mar odiechieng’, ikwayo jonyuol mondo okony grup mag somo mag jowetegi e ot."
4834,Education,General,Teachers recommend combining time management with regular attendance to address teacher absenteeism.,Walimu wanapendekeza kuchanganya usimamizi wa muda na mahudhurio ya mara kwa mara kushughulikia walimu kutohudhuria.,Jopuonj golo paro ni mondo oriw rito thuolo kod bedo e skul pile mondo ilos bedo maonge mar jopuonj.
4835,Education,General,Teachers recommend combining daily reading with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya kusoma kila siku na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj golo paro ni mondo oriw somo ma pile ka pile kod bedo e chokruoge pile mondo ilos ywak mar nyithind skul.
4836,Education,General,The school feeding programme now covers learners at technical training institute facing financial hardship.,mpango wa chakula shuleni sasa inahusisha wanafunzi katika chuo cha mafunzo ya kiufundi wanaokabiliwa na ugumu wa kifedha.,Program mar chiwo chiemo e skul sani oriwo jopuonjre ma ni e skul mar puonjruok mar teknoloji ma yudo pek mag pesa.
4837,Education,General,Any long distances to school affecting learners at day secondary school should be raised during school feeding budgets discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika shule ya upili ya kutwa inapaswa kuibuliwa wakati wa majadiliano ya bajeti za chakula shuleni.,Gimoro amora mabor ma dhi skul ma mulo jopuonjre e skul mar sekondari mar odiechieng’ onego oting’ e kinde ma ilosoe bajet mag chiemo mag skul.
4838,Education,General,"As part of improving boarding primary school, parents are asked to support responsible internet use at home.","Kama sehemu ya kuboresha shule ya msingi ya bweni, wazazi wanaombwa kusaidia matumizi ya kuwajibika ya intaneti nyumbani.","Kaka achiel kuom yore mag bero skul ma piny ma ji odak e iye, ikwayo jonyuol mondo ochung’ ne tiyo kod intanet e yo makare e ot."
4839,Education,General,Teachers recommend combining time management with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya usimamizi wa muda na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj golo paro ni mondo oriw rito thuolo kod bedo e skul pile mondo ilos ywak mar nyithind sikul.
4840,Education,General,The free sanitary products programme now covers learners at pre-primary school facing financial hardship.,mpango wa taulo za bure sasa inahusisha wanafunzi katika shule ya chekechea wanaokabiliwa na ugumu wa kifedha.,Program mar gik mitiyogo e rito ler ma onge chudo sani oriwo jopuonjre ma ni e skul ma pok ochako somo ma yudo pek mag pesa.
4841,Education,General,The school feeding programme now covers learners at Junior Secondary School facing financial hardship.,mpango wa chakula shuleni sasa inahusisha wanafunzi katika shule ya upili ya chini wanaokabiliwa na ugumu wa kifedha.,Program mar chiwo chiemo e skul sani oriwo jopuonjre ma ni e skul mar sekondari ma yudo pek mag pesa.
4842,Education,General,Any long distances to school affecting learners at Senior School should be raised during the CBC curriculum transition discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika shule ya upili ya juu inapaswa kuibuliwa wakati wa majadiliano ya mpito wa mtaala wa CBC.,Gimoro amora mabor ma dhi e skul ma mulo jopuonjre e Skul Maduong’ onego oting’ e kinde ma itimoe mbaka mag loko chenro mar somo mar CBC.
4843,Education,General,Teachers recommend combining time management with regular attendance to address inadequate sanitation facilities.,Walimu wanapendekeza kuchanganya usimamizi wa muda na mahudhurio ya mara kwa mara kushughulikia vyoo visivyotosha.,Jopuonj chiwo paro ni mondo oriw rito thuolo kod bedo e chokruoge pile pile mondo ilos kuonde ma ok oromo mag ler.
4844,Education,General,Any student unrest affecting learners at Junior Secondary School should be raised during school feeding budgets discussions.,machafuko ya wanafunzi yoyote inayoathiri wanafunzi katika shule ya upili ya chini inapaswa kuibuliwa wakati wa majadiliano ya bajeti za chakula shuleni.,"Kapo ni ng’ato ang’ata ma nigi ywak ma mulo jopuonjre e skul mar sekondari, onego oting’ e kinde ma itimoe mbaka mag pesa mag chiemo mag skul."
4845,Education,General,Any case of lack of learning materials should be reported through the official school channel.,Kesi yoyote ya ukosefu wa vifaa vya kujifunzia inapaswa kuripotiwa kupitia njia rasmi ya shule.,"Kaso moro amora mar bedo maonge gi gik ma itiyogo e somo, owinjore ondiki kokalo kuom chanel mar skul ma owinjore."
4846,Education,General,Any bullying affecting learners at pre-primary school should be raised during teacher recruitment updates discussions.,unyanyasaji yoyote inayoathiri wanafunzi katika shule ya chekechea inapaswa kuibuliwa wakati wa majadiliano ya taarifa za uajiri wa walimu.,Gimoro amora ma kelo ng’anjo ma mulo jopuonjre e skul ma pok ochako somo onego oting’ e kinde ma itimo mbaka mag ng’ado bura mar jopuonj.
4847,Education,General,The free sanitary products programme now covers learners at Senior School facing financial hardship.,mpango wa taulo za bure sasa inahusisha wanafunzi katika shule ya upili ya juu wanaokabiliwa na ugumu wa kifedha.,Program mar gik ma itiyogo e rito ler ma onge chudo sani oriwo jopuonjre ma ni e Skul Maduong’ ma yudo pek mag pesa.
4848,Education,General,The digital learning devices programme application window is now open at your local sub-county office.,Dirisha la maombi ya mpango wa vifaa vya kujifunzia vya kidijitali sasa liko wazi katika ofisi ya sub-kaunti yako.,Dirisa mar keto kwayo mar program mar gige somo mag dijital sani oyabere e ofis matin mar kaunti mari.
4849,Education,General,The free sanitary products programme application window is now open at your local sub-county office.,Dirisha la maombi ya mpango wa taulo za bure sasa liko wazi katika ofisi ya sub-kaunti yako.,Dirisa mar oro kwayo mar program mar gik mitiyogo e rito ler ma onge chudo sani oyabere e ofis mar kaunti ma ni machiegni kodi.
4850,Education,General,Any unsafe classroom conditions affecting learners at boarding primary school should be raised during the new school calendar discussions.,hali isiyo salama ya darasa yoyote inayoathiri wanafunzi katika shule ya msingi ya bweni inapaswa kuibuliwa wakati wa majadiliano ya kalenda mpya ya shule.,"Gik moko duto ma ok ber ma nyalo timore e klas ma mulo jopuonjre e skul ma piny ma ji odak e iye, onego oketgi e kinde ma itimoe mbaka mag kalenda manyien mar skul."
4851,Education,General,Enroll your child in Senior School before the term begins.,Andikisha mtoto wako katika shule ya upili ya juu kabla ya muhula kuanza.,Inyalo ndiko nying nyathini e Skul Maduong’ kapok term ochako.
4852,Education,General,Parents are urged to enroll children in vocational training college without delay.,Wazazi wanahimizwa kuandikisha watoto katika chuo cha mafunzo ya ufundi bila kuchelewa.,Jonyuol okwayo mondo ondiki nyithindgi e kolej ma puonjo ji tich ma ok odhi nyime.
4853,Education,General,Report long distances to school at school to the head teacher immediately.,Ripoti umbali mrefu kwenda shuleni shuleni kwa mwalimu mkuu mara moja.,Ripot mar ng’ado thuolo mabor e skul e skul ne japuonj maduong’ mapiyo.
4854,Education,General,Encourage your child to practice daily reading to improve their learning.,Mhamasishe mtoto wako kufanya kusoma kila siku ili kuboresha ujifunzaji wake.,Jiw nyathini mondo otim puonjruok mar somo pile ka pile mondo omed somo maber.
4855,Education,General,"As part of improving boarding primary school, parents are asked to support time management at home.","Kama sehemu ya kuboresha shule ya msingi ya bweni, wazazi wanaombwa kusaidia usimamizi wa muda nyumbani.","Kaka achiel kuom yore mag bero skul ma piny ma ji odak e iye, ikwayo jonyuol mondo okonygi tiyo kod thuolo e ot."
4856,Education,General,Any case of unsafe classroom conditions should be reported through the official school channel.,Kesi yoyote ya hali isiyo salama ya darasa inapaswa kuripotiwa kupitia njia rasmi ya shule.,Kas moro amora mar gik ma ok ber e klas onego ondiki kokalo kuom chanel mar skul ma owinjore.
4857,Education,General,Any lack of learning materials affecting learners at pre-primary school should be raised during exam preparation discussions.,ukosefu wa vifaa vya kujifunzia yoyote inayoathiri wanafunzi katika shule ya chekechea inapaswa kuibuliwa wakati wa majadiliano ya maandalizi ya mtihani.,"Kapo ni onge gik ma itiyogo e somo ma mulo jopuonjre e skul ma pok ochako somo, onego oting’ e kinde ma itimo mbaka mag ikruok mar penj."
4858,Education,General,"As part of improving day secondary school, parents are asked to support time management at home.","Kama sehemu ya kuboresha shule ya upili ya kutwa, wazazi wanaombwa kusaidia usimamizi wa muda nyumbani.","Kaka achiel kuom yore mag bero skul mar sekondari mar odiechieng’, ikwayo jonyuol mondo okonygi tiyo kod thuolo e ot."
4859,Education,General,Schools countrywide are holding sessions this week on the new school calendar.,Shule nchini kote zinafanya vipindi wiki hii kuhusu kalenda mpya ya shule.,Suku mag piny mangima timo seche jumani ka e wi kalenda manyien mar skul.
4860,Education,General,The school infrastructure improvement fund now covers learners at vocational training college facing financial hardship.,mfuko wa uboreshaji wa miundombinu ya shule sasa inahusisha wanafunzi katika chuo cha mafunzo ya ufundi wanaokabiliwa na ugumu wa kifedha.,Fund mar bero gedo mag skul sani konyo jopuonjre ma ni e kolej mar puonjruok mar tich ma yudo pek mag pesa.
4861,Education,General,Teachers recommend combining active class participation with regular attendance to address teacher absenteeism.,Walimu wanapendekeza kuchanganya kushiriki kikamilifu darasani na mahudhurio ya mara kwa mara kushughulikia walimu kutohudhuria.,Jopuonj chiwo paro ni mondo oriw bedo gi ng'iyo e klas kod bedo e klas kinde ka kinde mondo ilos bedo maonge mar jopuonj.
4862,Education,General,"As part of improving special needs unit, parents are asked to support active class participation at home.","Kama sehemu ya kuboresha kitengo cha mahitaji maalum, wazazi wanaombwa kusaidia kushiriki kikamilifu darasani nyumbani.","Kaka achiel kuom yore mag bero unit mar dwaro makende, jonyuol ikwayo mondo ochung’ ne puonjruok ma ng’ato timo e klas e ot."
4863,Education,General,"As part of improving Early Childhood Development Education, parents are asked to support time management at home.","Kama sehemu ya kuboresha elimu ya awali, wazazi wanaombwa kusaidia usimamizi wa muda nyumbani.","Kaka achiel kuom yore mag bero Somo mar Nyithindo Matin, ikwayo jonyuol mondo ochung’ ne rito thuolo e ot."
4864,Education,General,The special needs education grant now covers learners at technical training institute facing financial hardship.,ruzuku ya elimu maalum sasa inahusisha wanafunzi katika chuo cha mafunzo ya kiufundi wanaokabiliwa na ugumu wa kifedha.,Osiep mar somo mar joma nigi dwaro makende sani mulo jopuonjre ma ni e skul mar puonjruok mar teknoloji ma yudo pek mag pesa.
4865,Education,General,Any student unrest affecting learners at day secondary school should be raised during teacher recruitment updates discussions.,machafuko ya wanafunzi yoyote inayoathiri wanafunzi katika shule ya upili ya kutwa inapaswa kuibuliwa wakati wa majadiliano ya taarifa za uajiri wa walimu.,"Kapo ni ng’ato ang’ata ma nigi ywak ma mulo jopuonjre e skul ma malo mar odiechieng’, onego oting’ e kinde ma itimoe mbaka mag ng’ado bura mar jopuonj."
4866,Education,General,Parents are urged to enroll children in pre-primary school without delay.,Wazazi wanahimizwa kuandikisha watoto katika shule ya chekechea bila kuchelewa.,Jonyuol okwayo mondo ondiki nyithindgi e skul ma pok ochako somo e skul ma ok odhi nyime.
4867,Education,General,Apply for the school feeding programme to help with your child's school fees.,Omba mpango wa chakula shuleni kusaidia ada ya shule ya mtoto wako.,Kwayo program mar chiwo chiemo e skul mondo okonyi chudo mag skul mag nyathini.
4868,Education,General,Any long distances to school affecting learners at Grade 6 should be raised during digital literacy programmes discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika darasa la sita inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,Gimoro amora mabor ma dhi skul ma mulo jopuonjre ma ni e klas mar 6 onego oting’ e kinde ma itimo mbaka mag chenro mag somo kod ndiko mag dijital.
4869,Education,General,The school infrastructure improvement fund now covers learners at boarding primary school facing financial hardship.,mfuko wa uboreshaji wa miundombinu ya shule sasa inahusisha wanafunzi katika shule ya msingi ya bweni wanaokabiliwa na ugumu wa kifedha.,Fund mar bero gedo mag skul sani rito jopuonjre ma ni e skul ma piny ma nigi pek mag pesa.
4870,Education,General,Teachers recommend combining daily reading with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya kusoma kila siku na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj golo paro ni mondo oriw somo ma pile ka pile kod bedo e chokruoge pile mondo ilos bedo maonge gi gige somo.
4871,Education,General,The county bursary fund now covers learners at boarding primary school facing financial hardship.,mfuko wa bursary wa kaunti sasa inahusisha wanafunzi katika shule ya msingi ya bweni wanaokabiliwa na ugumu wa kifedha.,Fund mar bursary mar kaunti sani konyo jopuonjre ma ni e skul ma piny ma nigi pek mag pesa.
4872,Education,General,Enroll your child in technical training institute before the term begins.,Andikisha mtoto wako katika chuo cha mafunzo ya kiufundi kabla ya muhula kuanza.,Ndik nying nyathini e skul mar puonjruok mar lony kapok term ochako.
4873,Education,General,"As part of improving Senior School, parents are asked to support time management at home.","Kama sehemu ya kuboresha shule ya upili ya juu, wazazi wanaombwa kusaidia usimamizi wa muda nyumbani.","Kaka achiel kuom yore mag bero Skul Maduong’, ikwayo jonyuol mondo ochung’ ne rito thuolo e ot."
4874,Education,General,"As part of improving pre-primary school, parents are asked to support asking questions in class at home.","Kama sehemu ya kuboresha shule ya chekechea, wazazi wanaombwa kusaidia kuuliza maswali darasani nyumbani.","Kaka achiel kuom yore mag bero skul ma pok ochako somo, ikwayo jonyuol mondo ochung’ ne penjo penjo e klas e ot."
4875,Education,General,The school infrastructure improvement fund now covers learners at day secondary school facing financial hardship.,mfuko wa uboreshaji wa miundombinu ya shule sasa inahusisha wanafunzi katika shule ya upili ya kutwa wanaokabiliwa na ugumu wa kifedha.,Fund mar bero gedo mag skul sani ochung’ ne jopuonjre ma ni e skul ma malo ma yudo pek mag pesa.
4876,Education,General,The digital learning devices programme now covers learners at Junior Secondary School facing financial hardship.,mpango wa vifaa vya kujifunzia vya kidijitali sasa inahusisha wanafunzi katika shule ya upili ya chini wanaokabiliwa na ugumu wa kifedha.,Program mar gige somo mag dijital sani oriwo jopuonjre ma ni e skul mar sekondari ma yudo pek mag pesa.
4877,Education,General,Teachers recommend combining peer study groups with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya vikundi vya wenzao vya kusoma na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj chiwo paro ni mondo oriw grup mag somo mag jowetegi gi bedoe pile pile mondo ilos bedo maonge gi gige somo.
4878,Education,General,Apply for the free sanitary products programme to help with your child's school fees.,Omba mpango wa taulo za bure kusaidia ada ya shule ya mtoto wako.,Kwayo program mar gik ma itiyogo e rito ler ma onge chudo mondo okonyi chulo skul mar nyathini.
4879,Education,General,Any unsafe classroom conditions affecting learners at Early Childhood Development Education should be raised during the new school calendar discussions.,hali isiyo salama ya darasa yoyote inayoathiri wanafunzi katika elimu ya awali inapaswa kuibuliwa wakati wa majadiliano ya kalenda mpya ya shule.,Gik moko duto ma ok ber ma nyalo timore e klas ma mulo jopuonjre e somo mar dongruok mar nyithindo matindo onego oting’ e kinde ma itimoe mbaka mag kalenda manyien mar skul.
4880,Education,General,The textbook subsidy programme now covers learners at day secondary school facing financial hardship.,mpango wa ruzuku ya vitabu sasa inahusisha wanafunzi katika shule ya upili ya kutwa wanaokabiliwa na ugumu wa kifedha.,Program mar konyo buge mag somo sani oriwo jopuonjre ma ni e skul ma malo ma yudo pek mag pesa.
4881,Education,General,Teachers recommend combining asking questions in class with regular attendance to address overcrowded classrooms.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia madarasa yenye msongamano.,Jopuonj golo paro ni mondo oriw penjo e klas kod bedo pile pile mondo ilos klas ma opong' ahinya gi ji.
4882,Education,General,Any student unrest affecting learners at Early Childhood Development Education should be raised during school feeding budgets discussions.,machafuko ya wanafunzi yoyote inayoathiri wanafunzi katika elimu ya awali inapaswa kuibuliwa wakati wa majadiliano ya bajeti za chakula shuleni.,Gimoro amora ma nyalo ketho ywak mar jopuonjre ma mulo jopuonjre e somo mar dongruok mar nyithindo matindo onego oting’ e kinde ma itimoe mbaka mag pesa mag chiemo mag skul.
4883,Education,General,Teachers recommend combining daily reading with regular attendance to address long distances to school.,Walimu wanapendekeza kuchanganya kusoma kila siku na mahudhurio ya mara kwa mara kushughulikia umbali mrefu kwenda shuleni.,Jopuonj golo paro ni mondo oriw somo ma pile ka pile kod dhi e skul pile pile mondo ilos weche mabor mag skul.
4884,Education,General,"As part of improving vocational training college, parents are asked to support asking questions in class at home.","Kama sehemu ya kuboresha chuo cha mafunzo ya ufundi, wazazi wanaombwa kusaidia kuuliza maswali darasani nyumbani.","Kaka achiel kuom yore mag bero kolej mar puonjruok mar tich, ikwayo jonyuol mondo ochung’ ne penjo penjo e klas e ot."
4885,Education,General,"As part of improving Early Childhood Development Education, parents are asked to support regular homework review at home.","Kama sehemu ya kuboresha elimu ya awali, wazazi wanaombwa kusaidia kupitia kazi za nyumbani mara kwa mara nyumbani.","Kaka achiel kuom yore mag bero Somo mar Nyithindo Matin, ikwayo jonyuol mondo ochung’ ne puonjruok mar timo tije mag ot kinde ka kinde e ot."
4886,Education,General,Any long distances to school affecting learners at pre-primary school should be raised during digital literacy programmes discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika shule ya chekechea inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,Gimoro amora mabor ma dhi e skul ma mulo jopuonjre e skul ma pok ochako somo onego oting’ e kinde ma itimo mbaka mag chenro mag somo kod ndiko mag dijital.
4887,Education,General,The county bursary fund now covers learners at pre-primary school facing financial hardship.,mfuko wa bursary wa kaunti sasa inahusisha wanafunzi katika shule ya chekechea wanaokabiliwa na ugumu wa kifedha.,Fund mar bursary mar kaunti sani konyo jopuonjre ma ni e skul ma pok ochako somo ma yudo pek mag pesa.
4888,Education,General,Teachers recommend combining keeping a study timetable with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya kuweka ratiba ya masomo na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj golo paro ni mondo oriw keto chenro mar somo kod bedo e chokruoge pile mondo ilos ywak mar nyithind sikul.
4889,Education,General,The county bursary fund now covers learners at technical training institute facing financial hardship.,mfuko wa bursary wa kaunti sasa inahusisha wanafunzi katika chuo cha mafunzo ya kiufundi wanaokabiliwa na ugumu wa kifedha.,Fund mar bursary mar kaunti sani konyo jopuonjre ma ni e skul mar puonjruok mar teknoloji ma yudo pek mag pesa.
4890,Education,General,The digital learning devices programme now covers learners at Grade 6 facing financial hardship.,mpango wa vifaa vya kujifunzia vya kidijitali sasa inahusisha wanafunzi katika darasa la sita wanaokabiliwa na ugumu wa kifedha.,Program mar gige somo mag dijital sani oriwo jopuonjre ma ni e klas mar 6 ma yudo pek mag pesa.
4891,Education,General,Building peer study groups early helps learners succeed under the CBC curriculum.,Kujenga vikundi vya wenzao vya kusoma mapema husaidia wanafunzi kufaulu chini ya mtaala wa CBC.,Kugero grup mag somo mag jowetegi mapiyo konyo jopuonjre mondo gibed gi loch e bwo chenro mar somo mar CBC.
4892,Education,General,Teachers recommend combining asking questions in class with regular attendance to address long distances to school.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia umbali mrefu kwenda shuleni.,Jopuonj chiwo paro ni mondo oriw penjo e klas kod bedo e klas kinde ka kinde mondo ilos weche mabor mag skul.
4893,Education,General,Teachers recommend combining responsible internet use with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya matumizi ya kuwajibika ya intaneti na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj golo paro ni mondo oriw tiyo kod mbui mowinjore kod bedo e chokruoge kinde ka kinde mar geng'o anjao mar nyithind sikul.
4894,Education,General,Teachers recommend combining peer study groups with regular attendance to address inadequate sanitation facilities.,Walimu wanapendekeza kuchanganya vikundi vya wenzao vya kusoma na mahudhurio ya mara kwa mara kushughulikia vyoo visivyotosha.,Jopuonj chiwo paro mar keto kanyakla grup mag somo mag jowetegi kanyachiel gi bedoe kinde ka kinde mar loso kuonde ma ok oromo mag ler.
4895,Education,General,"As part of improving Junior Secondary School, parents are asked to support regular homework review at home.","Kama sehemu ya kuboresha shule ya upili ya chini, wazazi wanaombwa kusaidia kupitia kazi za nyumbani mara kwa mara nyumbani.","Kaka achiel kuom yore mag bero Skul mar Sekondari, ikwayo jonyuol mondo ochung’ ne puonjruok mar tije mag ot kinde ka kinde e ot."
4896,Education,General,Teachers recommend combining asking questions in class with regular attendance to address exam malpractice.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia udanganyifu wa mtihani.,Jopuonj golo paro ni mondo oriw penjo e klas kod bedo pile pile mar geng'o tim marach mag penj.
4897,Education,General,Any overcrowded classrooms affecting learners at Early Childhood Development Education should be raised during digital literacy programmes discussions.,madarasa yenye msongamano yoyote inayoathiri wanafunzi katika elimu ya awali inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,Klase moro amora ma opong’ ahinya ma ketho jopuonjre e Somo mar Dongruok mar Nyithindo Matin onego oketgi e kinde ma itimoe mbaka mag chenro mag somo kod ndiko mag dijital.
4898,Education,General,Attend the school meeting to discuss school feeding budgets for this term.,Hudhuria mkutano wa shule kujadili bajeti za chakula shuleni kwa muhula huu.,Chopo e chokruok mar skul mondo wawuo kuom bajet mar chiemo ma skul biro tiyogo e term ni.
4899,Education,General,Any teacher absenteeism affecting learners at Grade 6 should be raised during digital literacy programmes discussions.,walimu kutohudhuria yoyote inayoathiri wanafunzi katika darasa la sita inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,"Ka japuonj moro amora ma ok dhi e skul ma mulo jopuonjre e klas mar 6, onego oting’ e kinde ma itimo mbaka mag chenro mag somo kod ndiko mag dijital."
4900,Education,General,Any delayed textbook delivery affecting learners at special needs unit should be raised during school safety measures discussions.,ucheleweshaji wa vitabu yoyote inayoathiri wanafunzi katika kitengo cha mahitaji maalum inapaswa kuibuliwa wakati wa majadiliano ya hatua za usalama shuleni.,"Gimoro amora ma ng’ato nyalo ng’ado e wi buge mag somo ma mulo jopuonjre e unit mar dwaro makende, onego oting’ e kinde ma itimoe mbaka mag yore mag rito skul."
4901,Education,General,Teachers recommend combining time management with regular attendance to address overcrowded classrooms.,Walimu wanapendekeza kuchanganya usimamizi wa muda na mahudhurio ya mara kwa mara kushughulikia madarasa yenye msongamano.,Jopuonj golo paro ni mondo oriw rito thuolo kod bedo e skul pile pile mondo ilos klas ma opong' ahinya gi ji.
4902,Education,General,Any delayed textbook delivery affecting learners at pre-primary school should be raised during infrastructure development plans discussions.,ucheleweshaji wa vitabu yoyote inayoathiri wanafunzi katika shule ya chekechea inapaswa kuibuliwa wakati wa majadiliano ya mipango ya uendelezaji wa miundombinu.,Gimoro amora ma osechopo e chiwo buge mag somo ma mulo jopuonjre e skul ma pok ochako somo onego oketgi e kinde ma itimoe mbaka mag chenro mag dongruok mar gedo mag piny.
4903,Education,General,Teachers recommend combining regular homework review with regular attendance to address teacher absenteeism.,Walimu wanapendekeza kuchanganya kupitia kazi za nyumbani mara kwa mara na mahudhurio ya mara kwa mara kushughulikia walimu kutohudhuria.,Jopuonj golo paro ni mondo oriw somo mar tije mag ot pile ka pile kod chopo e skul pile pile mar geng'o bedo maonge mar jopuonj e skul.
4904,Education,General,Teachers recommend combining peer study groups with regular attendance to address overcrowded classrooms.,Walimu wanapendekeza kuchanganya vikundi vya wenzao vya kusoma na mahudhurio ya mara kwa mara kushughulikia madarasa yenye msongamano.,Jopuonj golo paro mar keto kanyakla grup mag somo mag jowetegi kanyachiel gi bedoe pile mondo ilos klas ma opong' ahinya gi ji.
4905,Education,General,Schools countrywide are holding sessions this week on digital literacy programmes.,Shule nchini kote zinafanya vipindi wiki hii kuhusu mipango ya ujuzi wa kidijitali.,Suku mag piny mangima timo seche jumani kae kuom chenro mag somo kod ndiko mag dijital.
4906,Education,General,The school infrastructure improvement fund now covers learners at Senior School facing financial hardship.,mfuko wa uboreshaji wa miundombinu ya shule sasa inahusisha wanafunzi katika shule ya upili ya juu wanaokabiliwa na ugumu wa kifedha.,Fund mar bero gedo mag skul sani ochung’ ne jopuonjre ma ni e skul maduong’ ma yudo pek mag pesa.
